Bin I L V PA
0 1.027e-01 3.514e-02 4.887e-03 0.000e+00
1 4.515e-02 5.287e-04 1.887e-02 0.000e+00
2 -2.073e-02 3.871e-02 -2.694e-02 0.000e+00
3 -4.760e-02 2.573e-02 -5.195e-02 0.000e+00
4 -6.644e-02 3.746e-02 4.968e-02 0.000e+00
5 -8.225e-02 -7.148e-02 9.812e-03 0.000e+00
6 1.921e-02 1.291e-02 -6.022e-02 0.000e+00
7 1.871e-02 -6.820e-02 -2.643e-02 0.000e+00
8 -1.602e-02 9.149e-02 3.614e-04 5.038e+00
9 -3.772e-02 -4.804e-02 -3.437e-04 0.000e+00
10 1.463e-02 4.433e-02 -5.626e-04 0.000e+00
11 1.917e-02 -6.681e-02 -4.052e-02 0.000e+00
12 -3.842e-02 4.283e-02 1.271e-02 0.000e+00
13 1.076e-01 8.823e-02 -2.710e-02 1.058e+02
14 -7.379e-02 4.206e-02 5.199e-02 0.000e+00
15 2.365e-02 -7.321e-02 2.155e-03 0.000e+00
16 1.187e-02 2.783e-02 3.224e-02 0.000e+00
17 4.478e-02 2.529e-02 5.900e-02 0.000e+00
18 2.017e-02 4.109e-02 2.507e-02 0.000e+00
19 3.099e-04 -5.298e-02 2.319e-02 0.000e+00
20 1.133e-02 4.995e-02 -2.904e-02 0.000e+00
21 -5.062e-02 5.528e-02 -1.437e-02 0.000e+00
22 -3.105e-02 -7.404e-02 3.215e-02 0.000e+00
23 -2.602e-02 4.454e-04 1.411e-02 0.000e+00
24 -4.529e-03 5.987e-02 3.266e-02 0.000e+00
25 3.259e-02 -6.219e-02 2.718e-02 0.000e+00
26 -6.024e-02 -7.475e-02 4.330e-02 0.000e+00
27 4.046e-02 8.906e-02 2.024e-03 4.457e+01
28 -3.312e-02 -6.420e-02 -3.772e-02 0.000e+00
29 5.301e-05 -4.076e-02 1.967e-02 0.000e+00
30 -2.217e-02 1.167e-02 -7.656e-02 0.000e+00
31 2.030e-02 -7.012e-02 -5.359e-02 0.000e+00
32 4.272e-02 -7.306e-02 4.178e-02 0.000e+00
33 2.006e-02 -5.086e-02 -5.691e-02 0.000e+00
34 -2.336e-02 -4.334e-02 -8.479e-02 0.000e+00
35 -3.379e-02 8.360e-03 -3.239e-02 0.000e+00
36 6.557e-02 -4.968e-02 6.941e-02 0.000e+00
37 4.547e-02 -6.642e-02 4.374e-02 0.000e+00
38 3.493e-02 -3.960e-02 -1.414e-02 0.000e+00
39 -9.373e-02 -7.433e-02 2.959e-02 0.000e+00
40 -5.301e-05 -5.759e-02 -1.774e-02 0.000e+00
41 4.059e-03 9.495e-03 1.132e-02 0.000e+00
42 -1.589e-02 5.813e-02 1.564e-02 0.000e+00
43 -3.329e-02 -1.333e-03 -6.182e-02 0.000e+00
44 3.783e-02 3.430e-02 -2.885e-02 0.000e+00
45 3.708e-02 8.508e-02 6.835e-03 1.426e+00
46 -5.891e-03 4.467e-02 -6.629e-02 0.000e+00
47 -9.174e-02 2.995e-02 -5.744e-02 0.000e+00
48 -9.390e-02 -7.324e-02 2.892e-02 0.000e+00
49 -1.261e-01 -7.486e-02 -3.608e-02 0.000e+00
50 8.177e-03 3.872e-02 -1.808e-02 0.000e+00
51 -1.026e-01 3.213e-02 5.357e-02 0.000e+00
52 1.952e-02 1.864e-02 2.752e-02 0.000e+00
53 2.450e-03 7.875e-02 2.650e-02 0.000e+00
54 -7.058e-02 7.679e-02 -4.454e-02 0.000e+00
55 -1.914e-02 8.601e-02 -2.599e-02 1.157e+02
