Bin I L V PA
0 -9.067e-03 5.333e-03 2.711e-02 0.000e+00
1 7.119e-03 1.787e-02 -1.625e-02 0.000e+00
2 -8.034e-02 -5.652e-02 -8.819e-03 0.000e+00
3 -2.342e-02 -4.963e-02 5.530e-02 0.000e+00
4 2.599e-03 3.540e-02 -9.540e-03 0.000e+00
5 -1.754e-03 -5.923e-02 3.383e-03 0.000e+00
6 1.414e-02 6.485e-02 -1.086e-03 -9.191e+01
7 4.838e-02 6.092e-02 -7.774e-03 0.000e+00
8 7.675e-02 2.733e-02 -3.102e-02 0.000e+00
9 -1.663e-02 6.169e-02 -1.624e-03 0.000e+00
10 -2.065e-02 -5.660e-02 3.333e-02 0.000e+00
11 5.015e-02 4.115e-02 8.334e-02 0.000e+00
12 3.081e-02 -5.849e-02 -2.316e-02 0.000e+00
13 1.148e-02 1.509e-02 -5.471e-02 0.000e+00
14 1.084e-02 -1.758e-03 8.989e-03 0.000e+00
15 -1.587e-02 3.794e-02 5.287e-03 0.000e+00
16 -1.009e-02 -3.606e-02 -3.010e-02 0.000e+00
17 -1.365e-02 -4.420e-02 7.739e-02 0.000e+00
18 -1.576e-02 4.442e-02 2.406e-02 0.000e+00
19 4.678e-02 -6.575e-02 -2.247e-02 0.000e+00
20 9.060e-02 1.859e-03 5.328e-02 0.000e+00
21 -4.730e-02 -2.794e-03 -3.474e-03 0.000e+00
22 2.820e-02 -7.453e-03 6.721e-03 0.000e+00
23 -8.060e-02 3.114e-02 -7.564e-03 0.000e+00
24 6.303e-02 3.807e-02 -7.499e-02 0.000e+00
25 -2.801e-03 1.837e-02 7.582e-02 0.000e+00
26 -4.045e-02 -6.591e-02 -1.060e-02 0.000e+00
27 2.128e-02 -5.758e-02 -3.197e-02 0.000e+00
28 -7.000e-02 -4.554e-02 4.134e-02 0.000e+00
29 2.367e-02 3.264e-02 -1.150e-03 0.000e+00
30 -3.123e-02 -6.211e-02 -3.943e-02 0.000e+00
31 7.407e-02 1.613e-02 4.930e-02 0.000e+00
32 3.323e-02 2.373e-03 8.141e-02 0.000e+00
33 3.466e-02 1.600e-02 -7.585e-02 0.000e+00
34 1.575e-04 -5.378e-02 -1.582e-02 0.000e+00
35 -6.254e-02 -5.367e-02 5.356e-02 0.000e+00
36 -1.098e-02 2.238e-02 2.558e-02 0.000e+00
37 5.461e-02 1.092e-02 -9.886e-03 0.000e+00
38 -1.627e-02 -5.245e-02 2.304e-03 0.000e+00
39 -5.149e-02 1.108e-02 -1.762e-02 0.000e+00
40 1.083e-02 1.151e-02 -1.279e-02 0.000e+00
41 -1.846e-02 -6.026e-02 3.458e-02 0.000e+00
42 -4.898e-03 4.382e-02 -3.847e-05 0.000e+00
43 1.741e-03 -5.036e-02 7.030e-03 0.000e+00
44 -1.073e-02 -5.039e-02 6.896e-02 0.000e+00
45 1.215e-02 -4.103e-02 -1.971e-02 0.000e+00
46 5.126e-03 -1.060e-02 4.551e-02 0.000e+00
47 1.226e-02 -4.575e-02 -4.251e-03 0.000e+00
48 -5.973e-02 3.518e-02 -1.956e-03 0.000e+00
49 -5.711e-02 3.271e-02 4.245e-02 0.000e+00
50 -1.872e-02 4.612e-02 -3.193e-02 0.000e+00
51 -6.104e-03 -5.627e-02 4.084e-02 0.000e+00
52 2.974e-02 6.003e-02 5.214e-02 0.000e+00
53 2.514e-02 1.828e-02 5.314e-02 0.000e+00
54 3.662e-02 4.989e-02 3.970e-04 0.000e+00
55 3.288e-02 3.868e-04 5.406e-02 0.000e+00
56 -1.112e-01 -1.121e-03 8.490e-03 0.000e+00
57 -5.968e-03 -4.901e-02 -9.618e-03 0.000e+00
58 -9.059e-03 -1.469e-02 -5.622e-04 0.000e+00
59 -6.911e-02 1.615e-02 2.452e-02 0.000e+00
60 -1.029e-02 -5.730e-02 6.229e-03 0.000e+00
61 6.253e-02 -4.255e-03 8.528e-03 0.000e+00
62 -5.491e-02 -5.533e-02 -2.621e-02 0.000e+00
63 2.608e-02 4.272e-03 2.009e-03 0.000e+00
64 -7.315e-02 -4.678e-02 4.327e-02 0.000e+00
65 -4.339e-02 1.334e-02 -1.343e-02 0.000e+00
66 1.951e-02 2.221e-02 1.446e-02 0.000e+00
67 1.803e-04 -1.068e-02 9.221e-02 0.000e+00
68 1.228e-02 -5.493e-02 4.517e-02 0.000e+00
69 -3.954e-02 1.609e-02 6.073e-02 0.000e+00
70 1.168e-02 1.711e-03 6.090e-02 0.000e+00
71 6.428e-02 2.943e-02 -1.449e-02 0.000e+00
72 2.433e-02 8.243e-02 3.038e-02 3.333e+01
73 1.032e-01 6.713e-02 -5.301e-03 1.169e+01
74 1.637e-01 1.302e-02 1.819e-02 0.000e+00
75 2.772e-01 1.589e-01 5.990e-02 1.497e+01
76 4.002e-01 1.543e-01 -1.187e-02 2.094e+01
77 3.589e-01 1.139e-01 -1.406e-02 1.944e+01
78 3.057e-01 3.295e-02 1.227e-03 0.000e+00
79 3.706e-01 7.556e-02 -2.126e-02 -6.478e+01
80 3.202e-01 -6.041e-02 -4.156e-02 0.000e+00
81 3.635e-01 -1.971e-02 3.649e-03 0.000e+00
82 4.432e-01 2.632e-02 -5.963e-03 0.000e+00
83 4.327e-01 4.994e-02 -2.626e-02 0.000e+00
84 3.153e-01 6.238e-02 -4.835e-02 -7.383e+01
85 3.516e-01 6.782e-02 -1.013e-01 -5.688e+01
86 2.254e-01 -5.191e-02 2.348e-02 0.000e+00
87 2.797e-01 4.046e-02 2.956e-02 0.000e+00
88 2.505e-01 8.492e-02 1.870e-02 -9.749e+01
89 1.942e-01 1.219e-01 6.324e-03 -8.640e+01
90 2.706e-01 1.391e-01 -2.802e-02 -1.041e+02
91 1.935e-01 -8.380e-03 1.384e-02 0.000e+00
92 2.458e-01 3.387e-02 -5.528e-02 0.000e+00
93 2.350e-01 7.261e-02 3.365e-02 -6.911e+01
94 3.862e-02 8.811e-02 -2.695e-02 -7.135e+01
95 7.037e-02 2.595e-02 -1.215e-02 0.000e+00
96 1.048e-01 1.470e-02 -6.184e-03 0.000e+00
97 8.347e-02 4.731e-02 -4.377e-02 0.000e+00
98 7.120e-02 2.340e-02 -1.007e-02 0.000e+00
99 4.941e-02 -8.566e-03 3.521e-02 0.000e+00
100 1.067e-01 6.069e-02 3.313e-02 0.000e+00
