Bin I L V PA
0 -2.193e-03 4.143e-02 -7.973e-03 0.000e+00
1 -1.431e-03 -2.360e-02 -2.811e-02 0.000e+00
2 -3.218e-02 3.336e-02 -9.986e-03 0.000e+00
3 5.468e-02 4.989e-02 7.448e-03 -3.518e+01
4 -5.820e-02 2.117e-02 2.519e-02 0.000e+00
5 -2.728e-02 7.748e-03 -6.190e-03 0.000e+00
6 -5.624e-02 -4.312e-02 1.251e-02 0.000e+00
7 -1.300e-02 -3.420e-02 -3.844e-03 0.000e+00
8 6.741e-02 -4.098e-02 -7.969e-03 0.000e+00
9 -3.031e-02 1.904e-02 -2.019e-02 0.000e+00
10 6.139e-02 3.861e-02 -1.392e-02 0.000e+00
11 2.101e-02 3.102e-03 -2.768e-02 0.000e+00
12 2.087e-02 -4.107e-02 -6.935e-03 0.000e+00
13 -3.965e-03 -4.165e-02 -8.280e-03 0.000e+00
14 -1.584e-02 -3.698e-02 3.124e-03 0.000e+00
15 4.706e-02 -2.799e-02 4.041e-02 0.000e+00
16 -5.844e-04 -7.118e-03 -3.528e-02 0.000e+00
17 -7.606e-04 7.269e-03 -1.195e-03 0.000e+00
18 2.631e-02 -4.120e-02 4.681e-03 0.000e+00
19 9.666e-03 2.668e-02 2.234e-02 0.000e+00
20 -2.153e-02 -4.330e-02 7.725e-02 0.000e+00
21 -1.911e-02 -3.999e-02 -1.689e-02 0.000e+00
22 -6.425e-03 -6.922e-03 1.942e-02 0.000e+00
23 -1.752e-02 -3.387e-02 -1.387e-02 0.000e+00
24 -1.706e-02 -2.690e-02 3.595e-02 0.000e+00
25 -2.692e-02 -4.002e-02 -9.194e-03 0.000e+00
26 1.775e-03 4.401e-02 3.966e-02 8.469e+01
27 -6.970e-03 3.389e-02 -2.708e-03 0.000e+00
28 1.713e-02 -3.904e-02 -2.999e-02 0.000e+00
29 1.543e-03 -2.401e-02 -3.693e-02 0.000e+00
30 -4.492e-02 1.690e-03 3.901e-03 0.000e+00
31 -2.957e-02 5.662e-03 3.335e-02 0.000e+00
32 -3.604e-02 1.503e-02 4.640e-02 0.000e+00
33 1.229e-02 -2.632e-03 -1.277e-02 0.000e+00
34 -1.269e-02 -4.119e-02 9.001e-03 0.000e+00
35 -1.462e-02 4.697e-02 -3.700e-02 7.111e+01
36 -1.025e-02 -3.074e-02 2.771e-02 0.000e+00
37 -2.772e-02 -3.056e-03 -4.229e-02 0.000e+00
38 -6.538e-02 -3.779e-02 4.244e-02 0.000e+00
39 -1.772e-02 2.803e-02 1.380e-02 0.000e+00
40 1.261e-02 -4.022e-02 -3.075e-02 0.000e+00
41 -7.164e-03 -3.757e-02 -3.531e-03 0.000e+00
42 -1.236e-02 3.087e-03 -4.878e-02 0.000e+00
43 -1.489e-02 -3.875e-02 -6.850e-02 0.000e+00
44 2.756e-02 3.469e-02 -3.018e-02 0.000e+00
45 -5.555e-03 -4.163e-02 5.119e-03 0.000e+00
46 2.336e-02 -3.350e-02 -6.140e-03 0.000e+00
47 -4.208e-03 3.083e-02 -3.628e-02 0.000e+00
48 -4.305e-03 2.350e-02 -8.607e-02 0.000e+00
49 8.398e-03 1.700e-02 -4.640e-02 0.000e+00
50 6.003e-03 2.052e-03 -3.659e-02 0.000e+00
51 -2.640e-02 -4.123e-02 4.040e-02 0.000e+00
52 -4.379e-02 -4.110e-02 -8.514e-03 0.000e+00
53 1.911e-02 -3.910e-03 -7.873e-03 0.000e+00
54 1.952e-03 2.392e-02 -1.228e-02 0.000e+00
55 -3.955e-02 6.396e-03 2.870e-03 0.000e+00
56 -4.856e-02 1.197e-02 -7.615e-03 0.000e+00
57 2.057e-02 6.003e-03 -4.175e-02 0.000e+00
58 -5.139e-02 -8.653e-03 -1.963e-02 0.000e+00
59 -4.157e-02 1.838e-03 -4.014e-02 0.000e+00
60 3.405e-02 4.866e-02 -9.260e-03 6.030e+00
61 -5.992e-03 -3.001e-02 3.798e-02 0.000e+00
62 1.319e-02 7.263e-04 1.942e-02 0.000e+00
63 3.622e-02 5.999e-02 -1.952e-02 9.462e+01
64 -2.939e-02 5.752e-02 2.630e-02 -6.545e+00
65 -2.573e-02 8.231e-02 1.750e-02 4.842e+00
66 2.471e-02 1.649e-02 1.366e-02 0.000e+00
