Bin I L V PA
0 -4.620e-03 2.898e-02 3.522e-05 0.000e+00
1 -6.487e-03 1.287e-02 6.236e-03 0.000e+00
2 4.132e-02 2.066e-02 4.765e-04 0.000e+00
3 2.958e-04 -2.972e-02 4.770e-02 0.000e+00
4 -2.281e-02 -2.606e-02 -1.066e-02 0.000e+00
5 2.484e-02 4.164e-02 -7.294e-03 1.134e+02
6 -2.915e-03 -2.972e-03 6.144e-02 0.000e+00
7 -4.066e-02 -9.802e-03 2.495e-02 0.000e+00
8 1.703e-02 -3.381e-02 1.625e-03 0.000e+00
9 2.353e-03 2.786e-02 3.972e-02 0.000e+00
10 8.967e-04 1.572e-02 1.536e-02 0.000e+00
11 2.558e-02 -1.367e-03 -6.305e-03 0.000e+00
12 2.123e-02 2.120e-02 -4.591e-02 0.000e+00
13 5.586e-02 -3.312e-02 1.715e-02 0.000e+00
14 8.166e-03 1.437e-02 1.697e-02 0.000e+00
15 7.375e-03 -3.248e-02 -2.435e-02 0.000e+00
16 1.606e-02 1.128e-02 -7.884e-03 0.000e+00
17 1.206e-02 2.871e-02 -7.537e-03 0.000e+00
18 9.094e-03 1.017e-03 1.308e-02 0.000e+00
19 -1.071e-02 -3.144e-02 5.916e-03 0.000e+00
20 2.358e-03 2.110e-02 1.520e-02 0.000e+00
21 2.676e-02 -8.892e-03 -1.500e-02 0.000e+00
22 -2.412e-02 -3.429e-02 1.787e-02 0.000e+00
23 6.258e-03 -2.514e-02 -9.712e-03 0.000e+00
24 2.263e-03 6.792e-03 -7.010e-03 0.000e+00
25 -3.070e-02 3.610e-02 4.526e-02 -2.405e+01
26 3.291e-02 7.478e-03 1.733e-02 0.000e+00
27 4.871e-03 -2.981e-02 -1.887e-02 0.000e+00
28 -1.703e-04 1.282e-02 -4.539e-03 0.000e+00
29 2.438e-02 -2.216e-02 1.564e-02 0.000e+00
30 -3.151e-02 2.449e-03 7.638e-04 0.000e+00
31 -7.578e-03 2.308e-02 -2.884e-02 0.000e+00
32 -2.955e-03 8.215e-04 -2.925e-02 0.000e+00
33 -6.375e-03 -1.089e-03 -5.267e-02 0.000e+00
34 -2.065e-03 -3.093e-02 -1.446e-02 0.000e+00
35 5.426e-04 -1.590e-03 -5.068e-02 0.000e+00
36 2.119e-02 7.086e-04 -2.281e-03 0.000e+00
37 8.767e-03 2.373e-02 1.074e-02 0.000e+00
38 2.107e-02 -2.889e-02 2.681e-02 0.000e+00
39 3.052e-02 -3.301e-02 3.210e-02 0.000e+00
40 2.606e-03 1.862e-02 -9.046e-05 0.000e+00
41 8.351e-03 -2.807e-02 2.992e-02 0.000e+00
42 -1.635e-03 -2.946e-02 2.599e-02 0.000e+00
43 -3.009e-03 8.667e-03 1.491e-02 0.000e+00
44 -2.135e-03 2.484e-02 -6.436e-03 0.000e+00
45 4.228e-02 1.767e-02 1.386e-02 0.000e+00
46 -2.449e-02 -2.470e-02 -2.951e-03 0.000e+00
47 -3.495e-02 -3.404e-02 3.139e-03 0.000e+00
48 -4.553e-02 -2.706e-02 -6.618e-04 0.000e+00
49 2.827e-03 8.702e-03 3.479e-02 0.000e+00
50 1.334e-02 4.562e-02 -2.012e-02 -1.092e+01
51 1.822e-02 2.578e-02 2.065e-02 0.000e+00
52 3.287e-02 1.232e-02 -1.333e-02 0.000e+00
53 1.252e-02 3.486e-02 7.449e-03 1.278e+02
54 2.221e-02 2.575e-02 -1.950e-02 0.000e+00
55 -1.381e-02 -3.104e-02 -3.830e-02 0.000e+00
56 -1.243e-02 9.366e-03 -1.014e-03 0.000e+00
57 5.983e-03 -2.886e-02 -1.238e-02 0.000e+00
58 -8.977e-03 -2.996e-02 3.862e-02 0.000e+00
59 -1.705e-02 -3.075e-02 -7.259e-04 0.000e+00
60 -1.461e-02 1.727e-03 3.542e-02 0.000e+00
61 5.364e-02 3.319e-03 -1.365e-02 0.000e+00
62 -1.629e-02 -2.932e-02 -1.585e-02 0.000e+00
63 -9.035e-03 -1.120e-02 -2.373e-02 0.000e+00
64 -2.746e-02 5.225e-02 -3.121e-02 1.199e+02
65 -1.253e-02 2.091e-02 2.509e-02 0.000e+00
66 1.603e-02 1.186e-02 -7.274e-04 0.000e+00
67 -8.376e-03 -2.158e-02 6.561e-03 0.000e+00
68 8.520e-03 2.701e-02 -2.701e-02 0.000e+00
69 -1.079e-02 1.596e-03 -2.330e-02 0.000e+00
70 -1.868e-02 3.678e-02 -3.093e-02 1.245e+01
71 -5.740e-02 3.356e-03 2.352e-02 0.000e+00
72 -3.233e-02 -2.835e-02 9.037e-03 0.000e+00
73 -2.330e-02 -8.121e-03 6.042e-03 0.000e+00
74 -1.415e-02 -1.896e-02 -1.370e-02 0.000e+00
75 2.795e-03 5.672e-03 -3.519e-03 0.000e+00
76 4.229e-03 1.326e-02 2.194e-02 0.000e+00
77 -7.938e-03 2.119e-02 -2.727e-02 0.000e+00
78 -2.438e-04 -3.431e-02 -2.687e-02 0.000e+00
79 8.832e-03 8.975e-03 -9.355e-03 0.000e+00
80 -4.470e-03 -3.242e-02 -7.407e-03 0.000e+00
81 -7.249e-03 2.082e-03 -2.058e-03 0.000e+00
82 -1.933e-02 -2.823e-02 -9.648e-03 0.000e+00
83 5.492e-02 7.631e-03 4.316e-03 0.000e+00
84 -3.347e-02 1.124e-02 4.279e-02 0.000e+00
85 -1.201e-02 -9.486e-03 1.507e-02 0.000e+00
86 -1.476e-02 -2.720e-02 -1.343e-02 0.000e+00
87 -2.403e-02 -1.843e-02 -3.034e-02 0.000e+00
88 -1.563e-02 -7.010e-03 -7.114e-03 0.000e+00
89 -4.511e-03 3.637e-02 5.301e-03 2.389e+01
90 4.561e-02 -2.828e-02 -2.545e-02 0.000e+00
91 1.130e-02 1.593e-02 -1.372e-02 0.000e+00
92 1.743e-02 2.562e-03 5.609e-03 0.000e+00
93 1.375e-02 3.263e-02 -2.847e-02 0.000e+00
94 2.730e-02 -2.617e-02 -1.335e-02 0.000e+00
95 1.924e-02 1.209e-02 -1.374e-02 0.000e+00
96 1.176e-02 2.996e-02 -2.405e-02 0.000e+00
97 -1.670e-02 -2.812e-02 2.430e-02 0.000e+00
98 -2.901e-03 -5.141e-03 -3.058e-02 0.000e+00
99 -1.987e-02 3.950e-02 1.052e-02 1.092e+02
100 1.863e-02 3.489e-02 -5.591e-03 1.369e+01
101 9.418e-03 4.520e-03 -2.271e-02 0.000e+00
102 -2.324e-05 -2.946e-02 1.471e-02 0.000e+00
103 2.036e-02 -8.703e-03 2.490e-02 0.000e+00
104 -7.656e-03 7.533e-03 -1.180e-02 0.000e+00
105 3.654e-02 -3.385e-02 -6.020e-02 0.000e+00
106 -1.531e-02 5.291e-02 2.870e-02 3.788e+01
107 2.001e-02 1.825e-02 2.388e-02 0.000e+00
108 -8.207e-03 -3.496e-02 1.499e-02 0.000e+00
109 -1.433e-02 1.930e-02 1.489e-02 0.000e+00
110 -5.128e-03 -3.053e-02 -4.906e-03 0.000e+00
111 2.006e-02 -3.438e-02 2.889e-03 0.000e+00
112 -5.359e-03 3.176e-02 1.468e-02 0.000e+00
113 -3.601e-02 -3.295e-02 -5.529e-03 0.000e+00
114 2.796e-02 -8.890e-03 5.549e-02 0.000e+00
115 -2.999e-02 -5.939e-03 -6.056e-02 0.000e+00
116 -6.460e-02 1.464e-02 -4.923e-02 0.000e+00
117 -3.334e-02 -2.781e-02 -2.666e-03 0.000e+00
118 1.051e-02 -1.817e-02 -1.197e-02 0.000e+00
119 3.572e-02 -4.053e-03 1.397e-02 0.000e+00
120 -2.330e-02 -3.371e-02 3.712e-02 0.000e+00
121 -9.859e-03 1.952e-02 7.132e-03 0.000e+00
122 -2.089e-02 -1.970e-02 -6.250e-03 0.000e+00
123 -3.208e-02 1.619e-02 -1.547e-02 0.000e+00
124 -4.360e-03 3.420e-02 -1.103e-02 1.271e+01
125 3.356e-03 2.297e-02 -2.554e-02 0.000e+00
126 1.357e-02 3.007e-02 2.540e-02 0.000e+00
127 -1.841e-03 -3.372e-02 -1.795e-02 0.000e+00
128 1.074e-02 1.950e-02 9.080e-03 0.000e+00
129 1.175e-02 6.609e-03 1.272e-02 0.000e+00
130 -8.241e-04 2.188e-03 6.623e-02 0.000e+00
131 4.121e-02 -3.136e-02 1.483e-02 0.000e+00
132 -2.967e-03 -3.454e-02 -1.522e-03 0.000e+00
133 8.805e-03 -2.773e-02 -1.793e-03 0.000e+00
134 6.617e-03 1.752e-02 -4.292e-02 0.000e+00
135 2.166e-03 2.311e-02 6.692e-03 0.000e+00
136 -4.003e-03 7.055e-03 -5.091e-02 0.000e+00
137 7.253e-04 -3.311e-02 -3.656e-03 0.000e+00
138 1.687e-02 -3.266e-02 -7.192e-03 0.000e+00
139 -1.993e-02 7.183e-03 -2.082e-02 0.000e+00
140 -1.230e-03 2.840e-02 -1.640e-02 0.000e+00
141 4.656e-03 1.830e-02 -2.814e-03 0.000e+00
142 9.594e-03 1.591e-02 1.321e-02 0.000e+00
143 1.266e-03 1.071e-02 -1.564e-02 0.000e+00
144 3.019e-02 2.943e-03 2.408e-02 0.000e+00
145 -3.865e-03 1.282e-02 6.549e-03 0.000e+00
146 2.557e-02 1.223e-02 3.711e-02 0.000e+00
147 6.422e-03 1.876e-02 4.707e-03 0.000e+00
148 -2.492e-02 1.469e-02 4.615e-03 0.000e+00
149 -1.939e-02 -1.770e-03 2.536e-02 0.000e+00
150 2.073e-02 -3.392e-02 -2.940e-02 0.000e+00
151 3.898e-02 -6.591e-04 3.176e-02 0.000e+00
152 -4.467e-02 -3.397e-02 -7.470e-03 0.000e+00
153 1.217e-02 -3.481e-02 1.253e-02 0.000e+00
154 -8.823e-05 -4.772e-03 3.802e-02 0.000e+00
155 7.115e-04 7.832e-03 -7.583e-03 0.000e+00
156 5.754e-03 2.246e-02 2.991e-03 0.000e+00
157 -1.453e-02 1.526e-02 2.687e-02 0.000e+00
158 2.672e-02 2.785e-02 5.637e-02 0.000e+00
159 -6.763e-03 -3.278e-02 2.793e-02 0.000e+00
160 -1.532e-02 -3.874e-03 7.234e-03 0.000e+00
161 -5.692e-02 -6.270e-03 1.584e-02 0.000e+00
162 -1.171e-02 -3.227e-02 2.943e-02 0.000e+00
163 -3.361e-02 -2.058e-02 -1.621e-03 0.000e+00
164 -2.093e-02 -3.418e-02 -2.482e-02 0.000e+00
165 2.607e-02 1.281e-02 8.583e-03 0.000e+00
166 1.006e-02 6.949e-03 1.460e-02 0.000e+00
167 2.906e-02 1.078e-02 2.456e-02 0.000e+00
168 -1.027e-02 3.133e-02 3.799e-02 0.000e+00
169 -8.424e-03 -3.013e-02 2.807e-02 0.000e+00
170 4.870e-04 -3.273e-02 3.792e-03 0.000e+00
171 -8.296e-03 6.707e-04 8.637e-03 0.000e+00
172 -4.427e-02 -2.051e-02 1.956e-02 0.000e+00
173 -1.442e-02 2.156e-02 -5.981e-03 0.000e+00
174 1.709e-02 1.851e-02 -1.424e-02 0.000e+00
175 -6.254e-02 -2.177e-02 2.270e-02 0.000e+00
176 -8.615e-03 -2.811e-02 -2.049e-02 0.000e+00
177 2.430e-02 8.121e-03 3.683e-02 0.000e+00
178 -1.475e-02 -2.810e-02 1.509e-02 0.000e+00
179 -1.541e-02 1.531e-02 4.405e-02 0.000e+00
180 2.322e-03 -2.466e-02 1.089e-02 0.000e+00
181 -3.974e-03 1.812e-02 -9.539e-03 0.000e+00
182 6.976e-03 -2.948e-02 1.472e-02 0.000e+00
183 -2.893e-02 7.531e-03 5.436e-02 0.000e+00
184 1.534e-02 -2.984e-02 2.267e-03 0.000e+00
185 3.280e-03 -2.717e-02 -2.068e-02 0.000e+00
186 1.456e-02 -3.110e-02 -2.296e-04 0.000e+00
187 5.836e-03 -3.455e-02 2.029e-02 0.000e+00
188 -6.712e-03 -3.196e-02 -1.144e-02 0.000e+00
189 -4.683e-02 1.818e-02 -1.434e-02 0.000e+00
190 2.991e-03 -3.242e-02 1.268e-02 0.000e+00
191 6.794e-03 -2.830e-02 -8.895e-03 0.000e+00
192 -9.609e-03 1.334e-02 -1.446e-02 0.000e+00
193 -4.582e-04 -8.254e-03 -3.403e-02 0.000e+00
194 -4.461e-03 -3.172e-02 -4.458e-04 0.000e+00
195 -1.966e-03 1.810e-02 5.521e-03 0.000e+00
196 -3.243e-03 1.845e-03 -5.418e-03 0.000e+00
197 -3.963e-02 -3.109e-02 -1.826e-02 0.000e+00
198 -8.538e-03 4.374e-03 -1.555e-02 0.000e+00
199 3.111e-02 -3.497e-02 1.002e-02 0.000e+00
200 5.252e-03 1.457e-02 1.799e-02 0.000e+00
201 -3.094e-02 -3.387e-02 -5.570e-06 0.000e+00
202 -4.913e-03 -1.847e-02 4.728e-02 0.000e+00
203 -2.993e-02 -1.176e-03 4.008e-02 0.000e+00
204 3.110e-02 -2.712e-02 -3.023e-03 0.000e+00
205 2.238e-02 -2.424e-02 -3.579e-02 0.000e+00
206 -3.163e-03 2.557e-02 3.374e-02 0.000e+00
207 -4.470e-03 4.153e-04 1.034e-02 0.000e+00
208 -2.724e-02 1.973e-02 3.489e-02 0.000e+00
209 -1.014e-02 3.465e-03 -2.188e-02 0.000e+00
210 9.477e-03 1.112e-02 1.743e-02 0.000e+00
211 -2.289e-02 2.252e-02 1.418e-02 0.000e+00
212 -2.670e-02 -2.454e-02 8.186e-03 0.000e+00
