Bin I L V PA
0 -1.431e-02 -1.273e-02 -3.412e-02 0.000e+00
1 -2.642e-02 2.864e-04 7.547e-02 0.000e+00
2 3.407e-03 1.385e-02 4.410e-02 0.000e+00
3 8.496e-03 -8.363e-02 0.000e+00 0.000e+00
4 -4.395e-02 -6.783e-02 -7.320e-02 0.000e+00
5 8.730e-02 2.746e-02 1.607e-02 0.000e+00
6 -2.306e-02 -2.538e-02 -4.064e-02 0.000e+00
7 -1.044e-02 3.861e-02 3.983e-02 0.000e+00
8 2.557e-02 -7.540e-02 -4.035e-02 0.000e+00
9 -1.206e-02 -1.221e-02 9.084e-02 0.000e+00
10 -5.621e-02 -6.084e-02 -6.058e-03 0.000e+00
11 8.284e-03 1.006e-02 7.435e-03 0.000e+00
12 -4.909e-02 7.657e-02 6.544e-03 2.487e+01
13 1.117e-02 -5.982e-02 -2.321e-02 0.000e+00
14 -1.056e-01 1.465e-02 3.221e-02 0.000e+00
15 -5.791e-02 -3.188e-02 -1.754e-02 0.000e+00
16 7.094e-03 -3.283e-02 1.263e-02 0.000e+00
17 1.760e-02 -2.042e-02 -1.264e-03 0.000e+00
18 -2.078e-02 2.608e-02 -3.764e-02 0.000e+00
19 -3.966e-02 6.825e-02 3.491e-03 6.774e+01
20 3.275e-02 2.697e-02 7.069e-02 0.000e+00
21 9.202e-02 -7.114e-02 -2.851e-02 0.000e+00
22 -3.699e-02 -6.413e-02 7.235e-02 0.000e+00
23 -3.623e-03 -1.731e-02 -1.111e-02 0.000e+00
24 3.357e-02 1.706e-02 -4.968e-02 0.000e+00
25 -1.669e-02 -8.310e-02 -7.671e-02 0.000e+00
26 7.836e-02 5.944e-02 -1.814e-02 0.000e+00
27 -1.670e-02 4.058e-02 -1.357e-02 0.000e+00
28 -2.949e-02 -7.562e-03 -9.306e-02 0.000e+00
29 -6.788e-02 -7.337e-02 -1.021e-01 0.000e+00
30 1.017e-01 2.423e-02 1.796e-02 0.000e+00
31 3.734e-02 -1.454e-02 8.396e-03 0.000e+00
32 3.028e-02 4.393e-02 1.860e-02 0.000e+00
33 -2.707e-02 9.453e-02 -5.834e-02 1.018e+02
34 0.000e+00 8.398e-03 6.186e-02 0.000e+00
35 6.868e-02 2.406e-03 -1.359e-03 0.000e+00
36 1.812e-02 -7.238e-02 5.996e-02 0.000e+00
37 -4.629e-02 2.574e-02 2.259e-02 0.000e+00
38 7.755e-02 3.783e-02 -4.134e-03 0.000e+00
39 1.057e-02 8.266e-02 3.084e-02 5.110e+01
40 -1.077e-02 1.936e-02 -4.237e-02 0.000e+00
41 2.301e-02 -6.822e-02 -4.063e-02 0.000e+00
42 3.510e-03 0.000e+00 -2.474e-02 0.000e+00
43 1.739e-02 -8.204e-02 7.794e-03 0.000e+00
44 1.367e-02 -7.919e-02 -3.275e-02 0.000e+00
45 -1.274e-02 -6.456e-02 -2.210e-02 0.000e+00
46 -3.638e-02 1.501e-02 -4.947e-02 0.000e+00
47 2.749e-02 4.669e-02 1.748e-03 0.000e+00
48 1.848e-01 6.173e-03 5.926e-03 0.000e+00
49 5.410e-01 8.855e-02 9.387e-02 1.336e+02
