Bin I L V PA
0 -2.522e-02 -1.319e-02 8.340e-04 0.000e+00
1 1.142e-02 1.736e-02 -1.007e-02 0.000e+00
2 3.749e-02 1.834e-02 1.667e-02 0.000e+00
3 1.874e-02 1.111e-02 9.062e-03 0.000e+00
4 -2.572e-02 -1.064e-02 -4.231e-02 0.000e+00
5 -3.483e-02 -2.235e-02 2.536e-02 0.000e+00
6 -8.432e-03 1.454e-03 -2.729e-02 0.000e+00
7 6.815e-03 -1.513e-02 1.084e-02 0.000e+00
8 2.386e-02 -2.200e-02 1.468e-02 0.000e+00
9 -1.534e-02 -1.086e-02 -7.457e-04 0.000e+00
10 -3.133e-03 2.794e-02 8.683e-03 0.000e+00
11 -5.920e-03 -1.651e-02 1.208e-05 0.000e+00
12 -1.439e-02 -2.336e-02 -3.099e-02 0.000e+00
13 -3.192e-02 -1.055e-02 3.468e-02 0.000e+00
14 3.200e-02 1.927e-02 -3.908e-02 0.000e+00
15 2.617e-02 -2.244e-02 2.020e-02 0.000e+00
16 2.366e-02 4.503e-02 3.997e-02 9.160e+00
17 3.234e-03 1.829e-02 -2.199e-02 0.000e+00
18 4.676e-04 -6.590e-03 -3.234e-02 0.000e+00
19 -2.586e-02 2.136e-03 -1.229e-02 0.000e+00
20 5.824e-03 -1.968e-02 -4.431e-03 0.000e+00
21 -3.948e-03 -2.231e-02 4.787e-04 0.000e+00
22 -1.613e-02 -2.499e-02 2.257e-04 0.000e+00
23 2.616e-02 4.265e-02 3.739e-03 1.178e+02
24 -5.261e-03 3.091e-02 2.984e-02 0.000e+00
25 -1.835e-02 3.755e-02 -9.044e-03 -6.776e+00
26 -1.770e-02 2.470e-02 -1.220e-02 0.000e+00
27 9.013e-03 6.674e-02 -1.933e-02 4.041e+01
28 7.758e-03 -2.308e-02 2.793e-03 0.000e+00
29 -4.793e-03 1.016e-02 4.204e-02 0.000e+00
30 6.675e-03 -2.468e-02 -4.761e-03 0.000e+00
31 -2.498e-02 9.179e-03 1.053e-02 0.000e+00
32 -1.908e-02 3.058e-02 9.964e-03 0.000e+00
33 3.019e-02 2.109e-02 -2.196e-02 0.000e+00
34 -1.991e-02 3.480e-02 6.158e-03 -1.409e+01
35 3.919e-03 -1.596e-02 -2.668e-03 0.000e+00
36 4.837e-04 -2.140e-02 -2.667e-02 0.000e+00
37 1.759e-02 -1.222e-02 -3.015e-02 0.000e+00
38 -3.324e-03 6.959e-03 1.711e-02 0.000e+00
39 -6.594e-03 -2.005e-02 2.072e-02 0.000e+00
40 -3.105e-02 3.960e-02 -3.520e-03 1.150e+02
41 -1.878e-03 2.972e-02 -1.269e-02 0.000e+00
42 7.210e-03 -2.354e-02 8.783e-03 0.000e+00
43 2.358e-02 -2.348e-02 -2.939e-03 0.000e+00
44 -2.791e-03 2.283e-02 -2.599e-02 0.000e+00
45 1.622e-02 4.082e-02 4.298e-03 1.142e+02
46 2.037e-02 3.492e-02 1.720e-02 3.108e+01
47 2.390e-02 5.428e-03 -1.391e-02 0.000e+00
48 -5.558e-03 1.595e-02 -9.241e-03 0.000e+00
49 1.139e-02 -2.163e-02 1.106e-02 0.000e+00
50 7.154e-03 4.279e-03 -8.934e-04 0.000e+00
51 1.650e-02 1.483e-02 -6.413e-03 0.000e+00
52 -2.206e-02 -2.324e-02 1.591e-02 0.000e+00
53 -2.930e-02 1.639e-02 5.771e-03 0.000e+00
54 -4.508e-02 2.466e-02 1.007e-02 0.000e+00
55 -1.938e-03 6.265e-03 -1.120e-02 0.000e+00
56 -2.258e-02 -8.636e-05 -3.241e-02 0.000e+00
57 -4.551e-02 4.351e-02 4.147e-02 3.862e+01
58 -1.889e-02 9.624e-03 -1.227e-02 0.000e+00
59 2.250e-02 1.726e-02 1.377e-02 0.000e+00
60 2.683e-02 3.835e-02 1.485e-03 9.899e+01
61 2.828e-03 -2.403e-02 2.859e-02 0.000e+00
62 -3.700e-04 -1.889e-02 7.783e-03 0.000e+00
63 4.145e-02 2.477e-02 -1.332e-02 0.000e+00
64 5.551e-03 3.347e-02 -3.343e-02 0.000e+00
65 1.136e-03 3.040e-02 5.805e-03 0.000e+00
66 1.741e-03 4.687e-03 -2.499e-02 0.000e+00
67 -7.417e-03 3.121e-02 -1.924e-02 0.000e+00
68 1.594e-02 -6.884e-04 2.367e-04 0.000e+00
69 -1.482e-02 4.204e-02 2.327e-03 8.372e+01
70 -1.479e-02 -2.347e-02 2.082e-03 0.000e+00
71 -5.463e-03 -2.322e-02 -1.579e-02 0.000e+00
72 9.665e-03 5.474e-03 -1.768e-02 0.000e+00
73 -2.028e-02 3.028e-02 1.645e-02 0.000e+00
74 -1.548e-02 -1.865e-02 -4.577e-02 0.000e+00
75 1.049e-02 2.199e-02 1.055e-02 0.000e+00
76 5.351e-03 4.542e-02 2.067e-02 -4.100e+01
77 -4.754e-03 2.281e-02 4.560e-02 0.000e+00
78 2.305e-02 3.213e-02 1.713e-03 0.000e+00
79 -7.986e-03 -2.488e-02 5.528e-03 0.000e+00
80 -9.336e-03 1.458e-02 1.409e-02 0.000e+00
81 -1.551e-02 3.150e-02 -2.495e-03 0.000e+00
82 2.223e-02 -1.652e-02 2.664e-02 0.000e+00
83 3.665e-02 2.229e-02 4.505e-03 0.000e+00
84 2.437e-02 -1.590e-02 -1.020e-02 0.000e+00
85 2.820e-03 3.119e-02 -3.304e-02 0.000e+00
86 -1.070e-02 -1.115e-02 -6.917e-03 0.000e+00
87 -1.996e-02 2.588e-02 9.705e-03 0.000e+00
88 -1.258e-02 -2.359e-02 -3.820e-03 0.000e+00
89 -1.561e-02 8.636e-05 -1.395e-02 0.000e+00
90 -1.437e-03 -7.619e-03 -1.953e-02 0.000e+00
91 1.250e-02 1.379e-02 2.573e-03 0.000e+00
92 4.066e-02 3.215e-02 5.953e-03 0.000e+00
93 2.069e-02 -2.144e-02 -2.631e-02 0.000e+00
94 -2.019e-02 -2.080e-02 -3.392e-03 0.000e+00
95 -3.475e-02 8.166e-03 1.315e-02 0.000e+00
96 -5.825e-02 1.820e-02 7.874e-03 0.000e+00
