Bin I L V PA
0 2.143e-02 -4.344e-02 3.814e-02 0.000e+00
1 1.302e-02 1.990e-03 2.692e-02 0.000e+00
2 -7.308e-03 9.892e-02 -3.390e-02 7.262e+01
3 -4.500e-03 5.948e-02 3.382e-02 8.812e+01
4 -9.651e-03 6.073e-02 -2.168e-03 9.028e+01
5 -2.771e-02 3.276e-02 -5.917e-02 0.000e+00
6 3.707e-03 3.957e-02 1.500e-02 0.000e+00
7 2.075e-02 -4.830e-02 6.819e-02 0.000e+00
8 -1.578e-02 -5.230e-02 -1.126e-02 0.000e+00
9 3.448e-02 -5.157e-02 1.776e-02 0.000e+00
10 1.147e-02 6.355e-02 5.937e-02 -1.039e+01
11 -2.129e-02 -3.564e-04 5.452e-03 0.000e+00
12 9.009e-03 -4.100e-02 -7.763e-03 0.000e+00
13 -5.035e-03 5.009e-02 2.293e-02 0.000e+00
14 -2.421e-03 -4.309e-02 -1.545e-02 0.000e+00
15 1.096e-03 -3.591e-02 -1.809e-02 0.000e+00
16 6.557e-03 -3.474e-02 2.147e-02 0.000e+00
17 -1.316e-02 4.701e-02 6.394e-03 0.000e+00
18 2.221e-02 3.160e-02 6.569e-03 0.000e+00
19 -4.974e-02 -3.088e-02 -1.926e-03 0.000e+00
20 -2.417e-02 3.462e-03 -2.354e-02 0.000e+00
21 -1.622e-02 1.393e-02 -1.450e-02 0.000e+00
22 -1.383e-03 7.913e-03 1.013e-01 0.000e+00
23 -3.496e-02 4.556e-02 1.506e-02 0.000e+00
24 -8.791e-04 3.654e-02 4.925e-02 0.000e+00
25 -7.366e-02 4.795e-02 -2.432e-02 0.000e+00
26 6.149e-03 -4.288e-02 5.404e-02 0.000e+00
27 2.033e-02 -7.321e-04 5.306e-02 0.000e+00
28 -7.021e-02 3.598e-02 -1.307e-02 0.000e+00
29 -5.746e-02 -1.972e-03 2.394e-02 0.000e+00
30 -2.803e-02 -4.851e-02 1.576e-02 0.000e+00
31 1.683e-02 -3.967e-02 -4.039e-02 0.000e+00
32 -2.432e-02 4.981e-03 8.973e-03 0.000e+00
33 -5.430e-02 -4.718e-02 -1.230e-02 0.000e+00
34 7.262e-03 -3.595e-02 4.224e-02 0.000e+00
35 -3.655e-02 -5.069e-02 6.726e-03 0.000e+00
