Bin I L V PA
0 5.790e-03 -7.086e-02 -4.373e-02 0.000e+00
1 1.102e-02 -1.503e-02 6.021e-02 0.000e+00
2 -1.425e-02 3.896e-02 -1.190e-02 0.000e+00
3 -4.752e-02 2.702e-02 5.423e-03 0.000e+00
4 -6.398e-02 -7.186e-02 5.086e-04 0.000e+00
5 -2.209e-02 -6.057e-02 -3.641e-02 0.000e+00
6 -7.039e-02 -4.890e-04 3.234e-02 0.000e+00
7 1.159e-02 -6.947e-02 1.759e-02 0.000e+00
8 -3.269e-02 -6.874e-02 -4.994e-03 0.000e+00
9 -1.919e-02 4.835e-02 3.008e-02 0.000e+00
10 -3.835e-02 -5.996e-02 4.095e-02 0.000e+00
11 -6.320e-02 -6.914e-02 -1.107e-02 0.000e+00
12 -2.252e-02 -6.273e-02 -1.336e-02 0.000e+00
13 6.557e-02 -1.883e-02 -6.241e-02 0.000e+00
14 -6.519e-03 8.182e-02 -8.665e-02 6.634e+01
15 4.892e-02 3.340e-02 -5.603e-02 0.000e+00
16 -1.303e-02 1.261e-03 5.013e-02 0.000e+00
17 -8.255e-03 -7.120e-02 -2.730e-02 0.000e+00
18 3.729e-02 6.043e-02 -7.616e-02 0.000e+00
19 3.980e-02 4.335e-02 -4.838e-02 0.000e+00
20 -3.091e-02 -7.290e-02 -4.378e-02 0.000e+00
21 6.903e-02 1.036e-01 1.533e-02 9.336e+01
22 -6.410e-02 2.701e-02 1.926e-02 0.000e+00
23 -5.141e-02 -7.245e-02 1.210e-02 0.000e+00
24 1.200e-02 6.465e-02 -1.228e-02 0.000e+00
25 5.395e-02 -4.092e-02 6.490e-03 0.000e+00
26 1.172e-02 -6.884e-02 8.143e-03 0.000e+00
27 -6.508e-02 4.144e-02 -2.141e-02 0.000e+00
28 -9.528e-03 2.527e-02 5.000e-02 0.000e+00
29 -2.841e-02 4.824e-02 -1.165e-01 0.000e+00
30 4.183e-04 -1.486e-02 5.701e-02 0.000e+00
31 -9.806e-03 4.454e-02 -1.630e-02 0.000e+00
32 -3.672e-02 2.469e-02 5.062e-02 0.000e+00
33 8.437e-02 -7.017e-02 6.964e-03 0.000e+00
34 -3.564e-02 -6.555e-02 -7.349e-03 0.000e+00
35 -3.224e-02 7.239e-02 8.643e-03 0.000e+00
36 -2.675e-05 -6.068e-02 -1.033e-01 0.000e+00
37 2.264e-02 4.936e-02 3.082e-02 0.000e+00
38 -1.245e-02 -6.177e-02 -5.075e-03 0.000e+00
39 -2.531e-02 -5.717e-02 -2.978e-02 0.000e+00
40 -1.714e-02 -6.266e-02 1.802e-02 0.000e+00
41 7.287e-02 3.383e-02 5.670e-04 0.000e+00
42 8.298e-02 2.944e-02 -2.881e-02 0.000e+00
43 -2.151e-02 5.551e-02 4.629e-02 0.000e+00
44 5.806e-02 6.795e-02 1.922e-02 0.000e+00
45 6.797e-02 2.706e-02 1.182e-01 0.000e+00
46 4.839e-02 -8.575e-03 -7.498e-03 0.000e+00
47 5.827e-02 4.049e-02 8.368e-03 0.000e+00
48 1.044e-02 -5.622e-02 -7.029e-02 0.000e+00
49 5.625e-02 -1.217e-02 2.927e-02 0.000e+00
50 -8.414e-02 2.006e-02 -2.504e-02 0.000e+00
51 7.213e-02 -3.836e-02 6.271e-02 0.000e+00
52 2.708e-03 1.031e-02 -5.919e-03 0.000e+00
53 1.048e-02 -6.183e-02 1.028e-02 0.000e+00
54 -1.045e-02 -6.813e-02 -1.054e-01 0.000e+00
55 -2.556e-02 -5.816e-02 -2.608e-02 0.000e+00
56 -1.910e-02 2.945e-02 4.307e-02 0.000e+00
57 3.932e-02 2.928e-02 -3.564e-02 0.000e+00
58 -3.177e-02 -5.979e-02 5.970e-03 0.000e+00
59 2.836e-02 0.000e+00 -1.227e-02 0.000e+00
60 -4.529e-02 4.797e-02 3.111e-02 0.000e+00
61 2.493e-02 1.186e-02 9.843e-02 0.000e+00
62 1.695e-02 5.353e-03 6.953e-02 0.000e+00
63 -4.906e-02 5.892e-02 5.182e-02 0.000e+00
64 4.955e-03 -5.933e-02 -2.979e-02 0.000e+00
65 -5.207e-02 -1.006e-02 7.344e-02 0.000e+00
66 8.463e-02 -6.823e-02 -1.206e-02 0.000e+00
67 9.597e-02 -3.980e-02 -8.293e-02 0.000e+00
68 -3.590e-02 2.752e-02 -6.276e-02 0.000e+00
69 2.970e-02 5.837e-02 -1.452e-02 0.000e+00
70 2.410e-02 1.844e-02 5.284e-02 0.000e+00
71 -5.574e-03 -3.993e-02 -4.785e-02 0.000e+00
