Bin I L V PA
0 4.277e-02 1.682e-02 -3.362e-04 0.000e+00
1 -4.309e-02 -3.393e-02 -1.381e-02 0.000e+00
2 -1.374e-01 -2.088e-02 4.018e-02 0.000e+00
3 -1.673e-02 9.677e-03 7.942e-02 0.000e+00
4 3.536e-03 4.258e-02 -3.326e-02 0.000e+00
5 -1.495e-02 -4.365e-02 2.935e-03 0.000e+00
6 -6.157e-02 -5.681e-02 -1.998e-02 0.000e+00
7 -7.269e-02 6.077e-02 5.876e-02 0.000e+00
8 2.655e-02 -4.822e-02 2.090e-02 0.000e+00
9 4.749e-02 -5.544e-02 3.000e-02 0.000e+00
10 -1.458e-02 -3.233e-03 2.405e-02 0.000e+00
11 -1.428e-02 -1.888e-02 5.274e-02 0.000e+00
12 2.284e-02 4.217e-02 -2.287e-02 0.000e+00
13 1.461e-02 -6.096e-02 8.098e-02 0.000e+00
14 -3.073e-02 -4.946e-03 -1.012e-01 0.000e+00
15 -3.436e-02 3.773e-03 1.411e-02 0.000e+00
16 6.332e-02 3.676e-02 7.923e-02 0.000e+00
17 -5.673e-02 -3.955e-02 -3.905e-02 0.000e+00
18 2.448e-02 3.094e-03 4.367e-03 0.000e+00
19 4.102e-02 -4.438e-02 3.362e-04 0.000e+00
20 1.245e-01 -4.752e-02 -1.481e-02 0.000e+00
21 -7.002e-02 7.013e-02 3.168e-02 0.000e+00
22 5.228e-02 -6.290e-02 -5.552e-02 0.000e+00
23 -2.163e-02 -2.943e-02 8.279e-03 0.000e+00
24 -3.414e-02 2.852e-03 -8.121e-04 0.000e+00
25 -3.828e-03 9.528e-03 -3.835e-02 0.000e+00
26 -6.887e-02 4.955e-02 -4.203e-02 0.000e+00
27 1.437e-02 -5.166e-02 -4.707e-02 0.000e+00
28 -1.204e-03 -5.554e-02 2.102e-02 0.000e+00
29 -6.279e-02 7.454e-02 -3.898e-02 0.000e+00
30 -8.874e-03 9.305e-02 4.748e-02 -5.108e+01
31 4.210e-02 2.812e-02 1.351e-02 0.000e+00
32 9.114e-03 1.029e-01 -1.810e-02 -2.154e+01
33 5.256e-02 -4.432e-03 -1.610e-01 0.000e+00
34 -5.680e-02 -6.343e-02 -8.095e-02 0.000e+00
35 6.842e-02 3.075e-02 1.371e-03 0.000e+00
36 3.900e-02 -4.908e-02 9.108e-02 0.000e+00
37 3.972e-02 6.097e-02 -6.021e-02 0.000e+00
38 8.736e-02 1.035e-02 5.817e-02 0.000e+00
39 8.714e-02 3.895e-02 -8.208e-02 0.000e+00
40 -2.133e-02 -3.666e-02 -3.281e-03 0.000e+00
41 2.513e-02 7.629e-02 -1.972e-02 0.000e+00
42 1.074e-01 -5.709e-02 2.310e-02 0.000e+00
43 1.071e-01 -4.684e-02 2.648e-02 0.000e+00
44 -2.497e-02 1.094e-02 3.024e-02 0.000e+00
45 -3.702e-02 3.244e-02 -1.772e-02 0.000e+00
46 -2.032e-03 -5.056e-02 3.607e-02 0.000e+00
47 9.544e-02 1.282e-03 1.169e-02 0.000e+00
48 -2.572e-03 3.438e-02 2.551e-02 0.000e+00
49 -1.250e-02 7.615e-02 -3.832e-02 0.000e+00
50 6.710e-02 4.044e-02 4.049e-02 0.000e+00
51 -6.516e-02 1.479e-02 -4.656e-02 0.000e+00
52 4.024e-03 4.983e-04 -3.722e-02 0.000e+00
53 4.222e-02 4.504e-02 -4.533e-02 0.000e+00
54 -4.911e-02 7.926e-02 9.709e-02 0.000e+00
55 -3.980e-02 5.631e-02 4.639e-02 0.000e+00
56 2.098e-02 3.365e-02 -3.022e-02 0.000e+00
57 -2.085e-02 -5.776e-02 -7.486e-02 0.000e+00
58 -4.647e-02 -3.252e-02 -1.843e-02 0.000e+00
59 -7.263e-02 6.084e-02 -3.304e-02 0.000e+00
60 5.637e-03 -4.740e-02 3.034e-02 0.000e+00
61 -1.753e-02 -5.960e-02 1.188e-02 0.000e+00
62 1.337e-02 -3.650e-02 -1.597e-01 0.000e+00
63 -2.044e-03 -2.692e-02 -6.072e-02 0.000e+00
64 -5.764e-02 -5.282e-02 2.439e-02 0.000e+00
65 -8.729e-02 5.915e-02 -1.902e-02 0.000e+00
66 -4.078e-03 7.825e-02 5.294e-02 0.000e+00
67 -1.433e-03 6.808e-03 -1.986e-02 0.000e+00
68 2.708e-02 -2.427e-02 7.212e-02 0.000e+00
69 -4.356e-02 -4.511e-02 -9.487e-03 0.000e+00
70 1.350e-01 7.187e-02 2.449e-02 0.000e+00
71 8.193e-02 5.840e-02 -7.798e-02 0.000e+00
72 2.740e-02 -5.806e-02 5.724e-02 0.000e+00
73 -2.117e-02 -4.971e-02 1.587e-02 0.000e+00
74 -1.112e-01 -5.989e-02 -5.648e-02 0.000e+00
75 2.363e-02 7.333e-02 -1.161e-02 0.000e+00
76 -4.350e-02 3.488e-02 -4.037e-02 0.000e+00
77 3.058e-02 8.073e-02 -5.181e-02 6.239e+01
78 1.035e-02 4.428e-02 5.003e-02 0.000e+00
79 -7.239e-02 3.097e-02 5.520e-02 0.000e+00
80 2.813e-02 -5.218e-02 -1.139e-01 0.000e+00
81 -2.482e-03 -6.148e-02 4.413e-03 0.000e+00
82 1.672e-03 6.443e-02 3.366e-02 0.000e+00
83 6.048e-02 5.826e-02 -2.918e-02 0.000e+00
84 6.661e-02 1.409e-01 -3.704e-02 4.720e+01
85 -3.360e-04 1.676e-02 3.380e-02 0.000e+00
86 1.334e-02 5.357e-02 -3.573e-02 0.000e+00
87 -5.737e-02 3.628e-02 2.926e-02 0.000e+00
88 -6.069e-02 -5.923e-02 8.975e-02 0.000e+00
89 -2.793e-02 -6.315e-02 -3.258e-03 0.000e+00
90 -6.456e-02 -6.509e-02 -7.565e-02 0.000e+00
91 -8.474e-02 -4.724e-02 5.035e-02 0.000e+00
92 1.802e-02 8.679e-03 -1.190e-03 0.000e+00
