Bin I L V PA
0 -8.039e-03 -5.303e-03 9.752e-03 0.000e+00
1 4.151e-03 5.515e-03 1.845e-03 0.000e+00
2 -1.328e-02 -4.231e-03 1.175e-03 0.000e+00
3 7.636e-03 -5.870e-03 2.573e-03 0.000e+00
4 8.754e-03 6.108e-03 1.225e-02 0.000e+00
5 1.786e-02 1.197e-02 -1.265e-02 0.000e+00
6 -1.741e-03 1.583e-02 -3.697e-03 -2.094e+01
7 -2.304e-03 -4.809e-03 3.687e-03 0.000e+00
8 1.283e-02 9.081e-03 3.942e-04 0.000e+00
9 2.113e-03 -8.308e-04 -7.661e-03 0.000e+00
10 4.481e-03 1.110e-02 4.029e-03 0.000e+00
11 -7.951e-05 -1.522e-03 -2.208e-04 0.000e+00
12 -4.246e-03 -4.783e-03 -8.442e-03 0.000e+00
13 -2.259e-03 6.876e-03 -1.091e-03 0.000e+00
14 1.126e-02 4.895e-03 1.157e-02 0.000e+00
15 4.744e-04 5.630e-03 -5.023e-03 0.000e+00
16 -1.876e-03 5.138e-03 -4.402e-03 0.000e+00
17 1.075e-02 -4.015e-03 -1.639e-05 0.000e+00
18 -6.590e-03 9.527e-03 1.348e-02 0.000e+00
19 -8.529e-03 1.094e-02 1.207e-02 0.000e+00
20 -3.761e-03 -2.653e-03 -1.199e-04 0.000e+00
21 -4.990e-03 1.286e-02 7.453e-03 0.000e+00
22 -2.464e-03 -5.713e-03 6.940e-03 0.000e+00
23 1.637e-02 -1.476e-03 -4.887e-03 0.000e+00
24 6.894e-03 -4.583e-03 5.084e-03 0.000e+00
25 -1.515e-03 -5.582e-03 5.361e-03 0.000e+00
26 1.987e-03 -5.336e-03 -6.821e-04 0.000e+00
27 9.138e-03 -5.778e-03 -7.578e-03 0.000e+00
28 -9.432e-03 6.928e-03 7.605e-04 0.000e+00
29 -4.152e-03 5.287e-03 2.380e-03 0.000e+00
30 -1.779e-02 -2.602e-03 3.284e-03 0.000e+00
31 2.254e-03 -5.805e-03 1.076e-03 0.000e+00
32 -2.709e-03 7.611e-03 4.120e-03 0.000e+00
33 8.548e-03 1.505e-02 1.754e-02 -9.934e+00
34 -5.890e-03 -3.873e-03 -9.718e-03 0.000e+00
35 -3.359e-03 7.820e-03 4.338e-03 0.000e+00
36 -4.767e-03 6.568e-03 -1.336e-05 0.000e+00
37 -4.772e-03 1.445e-02 5.171e-03 -2.172e+01
38 2.146e-02 -3.530e-03 2.945e-03 0.000e+00
39 2.813e-03 8.640e-03 6.842e-03 0.000e+00
40 7.019e-03 -5.168e-04 -1.296e-02 0.000e+00
41 -2.471e-03 -4.903e-03 -6.632e-03 0.000e+00
42 5.950e-03 1.189e-03 -7.151e-03 0.000e+00
43 -4.432e-03 -4.230e-03 -2.441e-03 0.000e+00
44 -3.782e-03 -3.903e-03 -8.526e-03 0.000e+00
45 -1.427e-02 1.298e-02 1.593e-02 0.000e+00
46 -6.333e-03 -4.621e-03 -5.656e-03 0.000e+00
47 -7.623e-03 1.346e-02 -1.068e-02 0.000e+00
48 5.352e-03 -4.133e-03 4.395e-03 0.000e+00
49 -3.110e-03 7.999e-03 2.562e-03 0.000e+00
50 -1.160e-02 1.175e-02 1.877e-03 0.000e+00
51 1.130e-02 1.521e-02 1.552e-03 1.067e+02
52 1.107e-02 -2.861e-03 1.441e-02 0.000e+00
53 -9.404e-03 -4.119e-03 4.757e-03 0.000e+00
54 1.251e-02 -1.756e-03 2.582e-03 0.000e+00
55 1.111e-02 -5.934e-03 1.150e-03 0.000e+00
56 -5.176e-03 7.489e-03 4.498e-03 0.000e+00
57 1.694e-03 -4.944e-03 -6.413e-05 0.000e+00
58 -6.500e-03 -2.777e-03 -1.115e-02 0.000e+00
59 -1.412e-02 4.535e-03 -3.402e-03 0.000e+00
60 9.675e-03 7.703e-03 -4.711e-04 0.000e+00
61 4.707e-03 3.548e-03 -1.981e-03 0.000e+00
62 1.733e-03 1.007e-02 1.708e-03 0.000e+00
63 4.649e-03 1.364e-02 5.452e-04 0.000e+00
64 -5.058e-03 -4.174e-03 2.944e-04 0.000e+00
65 8.202e-03 -2.762e-03 -1.318e-02 0.000e+00
66 5.017e-03 7.944e-03 5.743e-04 0.000e+00
