Bin I L V PA
0 -6.754e-02 2.327e-02 4.444e-02 0.000e+00
1 -3.772e-02 3.105e-03 -5.934e-02 0.000e+00
2 8.179e-02 3.076e-02 -4.864e-03 0.000e+00
3 7.521e-02 9.729e-03 5.201e-02 0.000e+00
4 6.652e-03 -5.738e-02 2.492e-02 0.000e+00
5 -5.379e-02 2.428e-02 -1.009e-01 0.000e+00
6 3.408e-03 -2.222e-03 -4.153e-02 0.000e+00
7 6.265e-03 8.958e-02 -5.322e-02 5.798e+01
8 1.052e-01 -6.607e-02 -1.798e-03 0.000e+00
9 2.165e-02 3.456e-02 0.000e+00 0.000e+00
10 -4.492e-02 4.956e-02 8.849e-03 0.000e+00
11 2.735e-02 -7.474e-02 -3.567e-02 0.000e+00
12 -5.011e-03 -4.997e-02 -4.736e-02 0.000e+00
13 -3.524e-03 -4.235e-02 -7.404e-03 0.000e+00
14 5.286e-02 6.435e-02 6.447e-02 0.000e+00
15 2.521e-02 -7.051e-02 3.368e-02 0.000e+00
16 1.780e-02 2.156e-02 1.451e-02 0.000e+00
17 -9.729e-03 4.903e-02 -7.413e-03 0.000e+00
18 6.196e-02 -1.988e-03 4.341e-02 0.000e+00
19 3.847e-02 5.327e-02 5.348e-02 0.000e+00
20 8.234e-02 -6.488e-02 7.215e-02 0.000e+00
21 -4.289e-02 -5.551e-02 2.869e-02 0.000e+00
22 -4.113e-02 -5.293e-02 2.238e-02 0.000e+00
23 -4.710e-02 3.076e-02 -1.788e-02 0.000e+00
24 -1.388e-01 -6.591e-02 3.654e-03 0.000e+00
25 -8.888e-03 -5.446e-02 8.427e-03 0.000e+00
26 -7.214e-02 2.655e-02 -1.775e-02 0.000e+00
27 -9.518e-02 -7.114e-02 4.800e-02 0.000e+00
28 -8.198e-02 5.497e-02 -1.505e-03 0.000e+00
29 -7.837e-02 -6.021e-02 -1.739e-02 0.000e+00
30 3.312e-02 2.042e-02 4.522e-02 0.000e+00
31 3.468e-02 -6.644e-02 3.356e-02 0.000e+00
32 4.571e-02 -6.573e-02 -3.213e-02 0.000e+00
33 2.618e-02 -6.851e-02 2.665e-02 0.000e+00
34 -2.802e-02 6.647e-02 -8.968e-03 0.000e+00
35 1.850e-02 1.608e-02 9.869e-04 0.000e+00
