Bin I L V PA
0 -8.253e-04 -1.282e-02 -1.100e-02 0.000e+00
1 1.052e-02 -1.615e-02 3.897e-03 0.000e+00
2 -1.573e-02 1.693e-02 1.181e-02 0.000e+00
3 6.550e-03 -1.605e-02 5.533e-03 0.000e+00
4 -1.287e-02 1.179e-02 -2.185e-02 0.000e+00
5 4.706e-04 3.150e-04 2.102e-02 0.000e+00
6 2.107e-02 -1.272e-02 -1.397e-02 0.000e+00
7 1.628e-02 3.166e-02 1.793e-02 9.075e+01
8 8.921e-03 -1.241e-03 4.385e-03 0.000e+00
9 -9.284e-03 -1.708e-02 1.455e-02 0.000e+00
10 6.587e-03 -1.146e-02 4.911e-03 0.000e+00
11 -8.227e-03 -1.251e-02 -2.091e-02 0.000e+00
12 1.172e-02 1.094e-03 6.355e-03 0.000e+00
13 3.843e-03 2.079e-02 1.415e-02 3.415e+00
14 -5.067e-03 1.610e-03 -2.096e-02 0.000e+00
15 6.964e-05 1.328e-02 2.808e-02 0.000e+00
16 -9.114e-03 -9.994e-04 -2.926e-02 0.000e+00
17 -1.447e-02 -1.574e-02 -2.964e-02 0.000e+00
18 -4.639e-03 -1.292e-02 -5.862e-03 0.000e+00
19 -1.004e-02 1.422e-02 -1.472e-02 0.000e+00
20 1.221e-02 7.135e-03 -1.762e-02 0.000e+00
21 -6.987e-03 7.800e-03 5.676e-03 0.000e+00
22 7.085e-03 2.556e-03 -1.552e-04 0.000e+00
23 1.023e-02 -1.473e-02 -6.245e-03 0.000e+00
24 1.281e-02 1.384e-02 -1.552e-02 0.000e+00
25 2.723e-02 1.224e-02 5.380e-03 0.000e+00
26 5.816e-03 -1.499e-02 -6.735e-03 0.000e+00
27 8.148e-03 6.327e-03 2.369e-02 0.000e+00
28 -4.794e-03 -1.614e-02 2.368e-02 0.000e+00
29 4.088e-03 1.795e-02 2.037e-02 0.000e+00
30 -1.605e-02 -1.609e-02 5.020e-03 0.000e+00
31 -3.137e-03 1.704e-02 -2.093e-02 0.000e+00
32 -1.650e-02 1.076e-02 -6.797e-03 0.000e+00
33 1.222e-02 2.430e-03 -3.927e-03 0.000e+00
34 -9.091e-03 1.031e-02 -2.500e-03 0.000e+00
35 6.615e-03 -4.464e-03 7.746e-03 0.000e+00
36 -7.283e-04 -1.132e-02 -6.024e-03 0.000e+00
37 -8.269e-03 -1.590e-02 9.573e-03 0.000e+00
38 -1.477e-03 -1.952e-02 -4.374e-03 0.000e+00
39 2.744e-03 -1.887e-02 -1.727e-02 0.000e+00
40 -1.863e-02 1.592e-02 -1.944e-02 0.000e+00
41 2.360e-04 1.904e-02 7.777e-04 0.000e+00
42 -3.349e-03 -1.957e-02 9.399e-03 0.000e+00
43 -9.262e-04 -2.373e-03 -9.341e-03 0.000e+00
44 -5.745e-03 6.082e-03 8.982e-03 0.000e+00
45 -8.398e-03 -1.868e-02 -2.745e-03 0.000e+00
46 7.082e-03 -1.530e-02 1.047e-02 0.000e+00
47 8.862e-03 1.668e-02 1.210e-02 0.000e+00
48 5.692e-03 1.880e-03 -4.823e-03 0.000e+00
49 -2.614e-03 1.670e-02 3.976e-03 0.000e+00
50 -1.922e-04 -1.248e-02 -1.244e-02 0.000e+00
51 -9.786e-03 2.058e-02 -1.196e-02 1.101e+02
52 -1.876e-02 -1.838e-02 2.019e-02 0.000e+00
53 -1.383e-03 -1.285e-02 4.440e-03 0.000e+00
54 4.673e-03 2.173e-02 9.017e-04 9.622e+01
55 -9.484e-03 -9.830e-03 1.751e-02 0.000e+00
56 -2.059e-03 -1.787e-02 3.671e-03 0.000e+00
57 -7.565e-03 9.289e-03 9.881e-03 0.000e+00
58 -1.171e-02 4.017e-03 4.505e-03 0.000e+00
59 5.851e-03 7.554e-03 1.207e-02 0.000e+00
60 -3.210e-02 -1.062e-02 1.490e-03 0.000e+00
61 1.184e-02 -1.550e-02 1.780e-02 0.000e+00
62 -1.312e-02 7.168e-03 -8.695e-03 0.000e+00
63 -4.739e-03 -1.633e-03 1.032e-02 0.000e+00
64 1.426e-02 2.252e-02 1.518e-02 4.880e+01
65 -1.085e-02 -1.834e-02 2.333e-02 0.000e+00
66 1.797e-02 1.049e-02 1.784e-02 0.000e+00
67 1.038e-02 -1.943e-02 2.285e-02 0.000e+00
68 1.372e-02 -3.618e-03 1.105e-02 0.000e+00
69 -1.317e-02 -1.434e-02 -1.441e-02 0.000e+00
70 -1.238e-02 -1.415e-02 -1.490e-02 0.000e+00
71 -1.506e-02 -3.749e-04 5.867e-03 0.000e+00
72 3.229e-03 5.160e-03 3.945e-02 0.000e+00
73 -1.720e-02 1.611e-02 1.920e-02 0.000e+00
74 -6.964e-05 1.105e-02 -2.989e-03 0.000e+00
75 -1.003e-02 1.201e-02 2.095e-02 0.000e+00
76 -4.983e-03 1.291e-02 -1.046e-02 0.000e+00
77 -7.692e-03 -1.259e-02 -8.194e-03 0.000e+00
78 5.441e-03 -1.208e-02 1.347e-02 0.000e+00
79 -3.336e-03 -1.055e-02 9.049e-05 0.000e+00
80 -9.785e-03 1.445e-02 3.756e-03 0.000e+00
81 -1.570e-02 1.429e-02 1.674e-03 0.000e+00
82 4.579e-03 -1.684e-02 3.696e-03 0.000e+00
83 3.004e-03 -1.953e-02 1.566e-02 0.000e+00
84 -4.417e-03 -1.404e-02 8.599e-03 0.000e+00
85 4.578e-03 -4.419e-03 3.602e-03 0.000e+00
86 2.187e-02 8.763e-03 1.848e-03 0.000e+00
87 -1.021e-02 3.773e-03 -1.056e-02 0.000e+00
88 -1.816e-02 7.916e-03 7.883e-03 0.000e+00
89 -2.175e-03 1.414e-02 3.179e-03 0.000e+00
90 6.386e-03 -1.589e-02 3.523e-03 0.000e+00
91 -2.837e-02 2.157e-02 9.003e-03 1.227e+02
92 1.400e-02 -1.704e-02 1.838e-02 0.000e+00
93 -4.859e-03 1.175e-02 7.531e-03 0.000e+00
94 -1.392e-02 8.493e-03 -1.470e-02 0.000e+00
95 2.598e-03 1.145e-02 -4.283e-04 0.000e+00
96 -6.510e-03 1.634e-02 -1.593e-02 0.000e+00
97 -4.583e-03 -1.907e-03 1.410e-02 0.000e+00
98 1.120e-02 3.290e-03 1.122e-02 0.000e+00
99 2.059e-02 -1.322e-02 5.764e-03 0.000e+00
100 -1.290e-03 2.421e-02 -7.532e-03 -3.519e+01
101 -1.346e-02 -1.953e-02 1.582e-02 0.000e+00
102 -2.006e-02 -1.222e-02 3.415e-03 0.000e+00
103 1.497e-02 7.346e-03 -2.531e-03 0.000e+00
104 -7.430e-03 -9.628e-03 1.797e-02 0.000e+00
105 -1.240e-02 1.795e-02 -1.335e-03 0.000e+00
106 1.411e-02 6.325e-03 -1.265e-02 0.000e+00
107 2.446e-02 -1.916e-02 1.582e-03 0.000e+00
108 -7.432e-03 3.079e-03 7.523e-03 0.000e+00
109 2.920e-02 1.897e-03 -4.407e-03 0.000e+00
110 5.912e-03 9.919e-03 -8.170e-04 0.000e+00
111 1.965e-02 7.148e-03 6.447e-03 0.000e+00
112 8.404e-03 -1.200e-02 -2.824e-03 0.000e+00
113 -1.095e-02 7.849e-03 -8.603e-03 0.000e+00
114 -9.046e-03 1.063e-04 -1.562e-02 0.000e+00
115 1.170e-02 1.820e-03 -4.266e-03 0.000e+00
116 -4.081e-03 -1.919e-02 -1.427e-02 0.000e+00
117 2.935e-03 7.016e-03 1.275e-02 0.000e+00
118 2.359e-02 6.638e-03 -9.438e-03 0.000e+00
119 3.327e-03 1.788e-03 -1.852e-02 0.000e+00
120 4.184e-04 -1.521e-02 1.464e-02 0.000e+00
121 1.403e-02 -1.735e-02 -1.803e-02 0.000e+00
122 -8.084e-03 -2.201e-03 1.969e-02 0.000e+00
123 -9.709e-03 5.496e-03 4.341e-04 0.000e+00
124 1.795e-02 2.400e-02 -1.063e-02 3.684e+01
125 2.012e-03 -1.450e-02 2.306e-04 0.000e+00
126 1.723e-02 -1.858e-02 2.050e-02 0.000e+00
127 9.942e-03 1.394e-03 1.417e-02 0.000e+00
128 5.269e-03 -2.645e-03 -1.209e-02 0.000e+00
129 3.022e-02 9.316e-03 3.282e-03 0.000e+00
130 1.119e-02 8.726e-03 -7.352e-03 0.000e+00
131 -3.943e-03 2.004e-03 2.091e-03 0.000e+00
132 -2.097e-02 2.310e-03 -1.568e-02 0.000e+00
133 1.580e-02 -1.168e-02 -7.297e-03 0.000e+00
134 -6.461e-03 -1.339e-02 1.225e-02 0.000e+00
135 1.951e-03 4.156e-03 -3.705e-03 0.000e+00
136 -5.279e-03 1.463e-02 -1.508e-02 0.000e+00
137 2.877e-02 1.284e-02 -1.299e-03 0.000e+00
138 2.323e-02 1.848e-02 -7.619e-03 0.000e+00
139 1.711e-02 1.172e-02 5.291e-03 0.000e+00
140 -6.351e-03 -1.769e-02 -1.645e-03 0.000e+00
141 4.063e-03 1.053e-02 -1.249e-03 0.000e+00
142 8.117e-03 -1.533e-02 7.047e-03 0.000e+00
143 -1.013e-02 1.309e-02 -4.059e-03 0.000e+00
144 1.800e-02 -6.337e-04 -5.569e-04 0.000e+00
145 2.743e-02 -1.920e-02 -5.870e-03 0.000e+00
146 1.281e-02 -1.904e-02 -1.353e-02 0.000e+00
147 8.956e-03 1.153e-02 -1.744e-02 0.000e+00
148 -8.785e-04 -4.838e-03 1.362e-02 0.000e+00
149 1.094e-02 -1.812e-02 -9.608e-03 0.000e+00
150 -1.148e-02 5.563e-03 7.437e-03 0.000e+00
151 5.087e-03 1.612e-02 7.858e-04 0.000e+00
152 -8.715e-04 -1.758e-02 -3.266e-03 0.000e+00
153 -1.082e-02 3.872e-03 -1.266e-02 0.000e+00
154 7.171e-04 -1.526e-02 1.512e-02 0.000e+00
155 -1.282e-02 -1.761e-02 -1.053e-02 0.000e+00
156 2.743e-03 -4.812e-03 -8.778e-03 0.000e+00
157 1.216e-02 1.360e-03 1.007e-02 0.000e+00
158 9.718e-03 -1.710e-02 -1.779e-02 0.000e+00
159 -5.046e-03 -1.783e-02 -3.304e-03 0.000e+00
160 -1.663e-02 1.538e-02 -1.747e-03 0.000e+00
161 -1.887e-02 -1.621e-02 3.179e-02 0.000e+00
162 1.859e-02 3.467e-03 -1.812e-02 0.000e+00
163 1.280e-03 2.664e-03 1.456e-02 0.000e+00
164 -7.812e-05 -1.895e-02 6.660e-03 0.000e+00
165 9.185e-03 9.673e-03 -4.401e-03 0.000e+00
166 2.006e-02 -1.025e-02 1.524e-02 0.000e+00
167 -5.810e-03 8.966e-03 -4.118e-03 0.000e+00
168 2.684e-02 -1.288e-02 -1.038e-02 0.000e+00
169 8.063e-03 -1.599e-02 -7.913e-03 0.000e+00
170 5.213e-03 3.632e-03 -3.600e-04 0.000e+00
171 -2.124e-03 1.298e-02 1.280e-03 0.000e+00
