Bin I L V PA
0 -2.166e-03 -1.245e-02 -1.029e-03 0.000e+00
1 1.035e-02 5.450e-03 5.887e-03 0.000e+00
2 7.468e-03 6.250e-03 -2.362e-03 0.000e+00
3 5.354e-03 1.213e-03 4.694e-03 0.000e+00
4 4.353e-03 -1.105e-02 8.109e-03 0.000e+00
5 9.693e-03 -3.872e-04 2.372e-03 0.000e+00
6 3.032e-03 3.735e-03 -2.090e-03 0.000e+00
7 -2.809e-03 -8.085e-03 -7.898e-03 0.000e+00
8 7.003e-03 9.575e-03 -1.157e-02 0.000e+00
9 3.790e-03 -1.160e-02 -1.090e-02 0.000e+00
10 5.225e-03 -6.360e-03 -2.673e-03 0.000e+00
11 2.666e-03 2.237e-03 -7.912e-04 0.000e+00
12 -6.702e-03 -1.178e-02 3.500e-03 0.000e+00
13 3.809e-04 -1.111e-02 -8.897e-04 0.000e+00
14 7.244e-03 1.909e-02 8.099e-03 -2.740e+01
15 2.049e-03 -8.643e-03 -3.070e-03 0.000e+00
16 1.304e-02 -1.115e-02 -4.300e-03 0.000e+00
17 9.717e-03 -2.288e-03 6.071e-03 0.000e+00
18 2.218e-02 2.280e-03 -9.241e-04 0.000e+00
19 5.778e-03 6.918e-03 7.837e-03 0.000e+00
20 2.379e-04 -1.256e-02 1.795e-02 0.000e+00
21 -2.051e-03 -1.111e-02 -8.330e-03 0.000e+00
22 -4.307e-03 -1.096e-02 2.434e-03 0.000e+00
23 6.977e-03 1.614e-02 1.117e-02 -4.968e+00
24 -6.850e-03 -1.101e-02 1.444e-02 0.000e+00
25 -1.766e-02 1.317e-02 -2.723e-03 4.833e+01
26 -4.433e-04 -6.979e-04 -7.165e-03 0.000e+00
27 -2.224e-04 -1.114e-02 -5.062e-03 0.000e+00
28 -8.562e-03 -1.032e-02 1.233e-02 0.000e+00
29 -1.712e-03 -1.309e-02 1.123e-02 0.000e+00
30 -2.652e-03 -1.214e-03 -6.212e-03 0.000e+00
31 -6.356e-03 -1.306e-02 -3.286e-04 0.000e+00
32 2.757e-03 -1.057e-02 3.997e-03 0.000e+00
33 2.426e-03 -9.415e-03 2.422e-04 0.000e+00
34 -5.870e-03 -2.481e-03 -1.136e-02 0.000e+00
35 4.785e-04 8.509e-03 7.353e-03 0.000e+00
36 -1.777e-02 2.425e-03 2.760e-03 0.000e+00
37 -6.428e-05 -3.985e-03 1.705e-02 0.000e+00
38 1.329e-03 7.103e-03 1.944e-03 0.000e+00
39 -5.740e-03 -1.255e-02 1.417e-02 0.000e+00
40 2.363e-03 5.953e-03 1.624e-03 0.000e+00
41 3.481e-03 -8.596e-03 3.770e-03 0.000e+00
42 -1.867e-03 2.835e-03 7.683e-04 0.000e+00
43 1.357e-02 9.491e-03 4.840e-03 0.000e+00
44 5.717e-03 7.303e-03 -9.562e-03 0.000e+00
45 -4.459e-03 1.714e-02 9.876e-03 -6.869e+01
46 -1.727e-03 -1.220e-02 -1.422e-04 0.000e+00
47 9.475e-03 1.626e-02 1.783e-03 1.235e+01
48 -1.023e-02 6.981e-03 7.520e-03 0.000e+00
49 1.886e-02 -6.301e-03 1.460e-02 0.000e+00
50 9.490e-03 1.522e-03 3.117e-02 0.000e+00
51 5.567e-04 -8.322e-03 5.435e-03 0.000e+00
52 -1.725e-02 -1.277e-02 2.381e-03 0.000e+00
53 1.938e-03 -9.612e-03 -4.416e-03 0.000e+00
54 -9.971e-03 -1.132e-02 1.886e-02 0.000e+00
55 3.098e-03 1.924e-02 4.092e-03 -1.568e+00
56 1.407e-02 6.101e-03 6.163e-03 0.000e+00
57 1.109e-02 -1.062e-02 0.000e+00 0.000e+00
58 8.471e-03 -1.147e-02 -3.345e-03 0.000e+00
59 -6.887e-03 1.319e-02 -8.211e-03 3.609e+01
60 1.106e-02 6.095e-03 2.552e-03 0.000e+00
61 6.875e-04 -1.142e-02 1.356e-02 0.000e+00
62 -7.032e-03 4.897e-03 -1.475e-03 0.000e+00
63 1.018e-02 5.574e-03 5.627e-03 0.000e+00
64 -9.761e-04 -1.281e-02 -1.045e-02 0.000e+00
65 -5.372e-03 3.965e-03 1.412e-02 0.000e+00
66 2.321e-03 9.473e-03 5.990e-03 0.000e+00
67 -4.631e-03 -9.161e-03 9.087e-03 0.000e+00
68 -1.355e-02 -1.236e-02 -6.121e-03 0.000e+00
69 -8.520e-03 -2.055e-03 1.229e-02 0.000e+00
70 -3.947e-03 6.047e-03 -1.257e-03 0.000e+00
71 -1.446e-03 -1.123e-02 7.802e-03 0.000e+00
72 1.326e-02 -1.277e-02 -1.415e-02 0.000e+00
73 7.017e-03 -1.136e-02 9.341e-03 0.000e+00
74 -1.055e-02 -1.244e-02 -5.690e-03 0.000e+00
75 9.217e-03 -1.296e-02 -3.519e-04 0.000e+00
76 -1.606e-03 2.876e-03 6.682e-04 0.000e+00
77 -7.474e-03 6.045e-03 -1.500e-03 0.000e+00
78 4.752e-03 -1.252e-02 1.009e-02 0.000e+00
79 -1.809e-02 -8.612e-03 9.368e-03 0.000e+00
80 9.151e-03 -1.233e-02 -4.900e-03 0.000e+00
81 5.652e-04 2.656e-03 8.694e-03 0.000e+00
82 2.582e-03 -8.551e-04 -1.740e-02 0.000e+00
83 1.261e-02 3.854e-04 9.750e-03 0.000e+00
84 -4.858e-03 7.278e-03 6.627e-03 0.000e+00
85 1.045e-02 7.116e-03 -4.861e-03 0.000e+00
86 -1.661e-02 5.112e-03 4.835e-04 0.000e+00
87 1.321e-02 2.123e-03 -3.250e-03 0.000e+00
88 5.275e-03 9.584e-03 -1.159e-03 0.000e+00
89 -1.048e-02 -1.264e-02 8.368e-03 0.000e+00
90 4.345e-03 7.984e-04 3.013e-03 0.000e+00
91 6.348e-03 -7.265e-03 -2.170e-03 0.000e+00
92 -1.574e-03 -1.152e-02 -1.189e-02 0.000e+00
93 1.823e-03 4.182e-03 7.971e-03 0.000e+00
94 -6.744e-03 -9.975e-03 -5.966e-03 0.000e+00
95 -9.988e-03 -2.614e-03 7.211e-03 0.000e+00
96 1.334e-02 -1.146e-02 -7.126e-03 0.000e+00
97 -6.570e-03 2.105e-03 -7.383e-04 0.000e+00
98 6.992e-03 -1.200e-03 5.618e-03 0.000e+00
99 1.299e-02 9.787e-03 6.992e-03 0.000e+00
100 1.947e-03 -8.973e-03 3.616e-03 0.000e+00
101 2.254e-03 -2.573e-03 9.389e-03 0.000e+00
102 -1.451e-02 1.151e-02 4.333e-03 0.000e+00
