Bin I L V PA
0 -4.320e-02 6.597e-02 2.365e-02 5.478e+01
1 -8.551e-03 7.265e-02 -7.051e-02 1.535e+01
2 2.782e-02 4.578e-02 -3.797e-02 0.000e+00
3 1.725e-02 9.799e-02 4.346e-02 1.123e+02
4 3.953e-02 7.259e-02 -5.367e-03 5.760e+01
5 2.098e-02 6.799e-02 1.249e-02 -4.001e+01
6 -2.946e-02 6.366e-03 -5.229e-02 0.000e+00
7 7.006e-02 5.025e-02 4.936e-02 0.000e+00
8 -8.850e-03 7.972e-02 3.600e-02 -4.234e+01
9 7.016e-02 -3.613e-02 -1.473e-02 0.000e+00
10 0.000e+00 5.708e-02 -7.608e-02 0.000e+00
11 2.143e-02 -3.650e-02 7.598e-03 0.000e+00
12 -2.486e-02 8.677e-02 6.934e-03 7.418e+01
13 -1.355e-02 -2.889e-02 -9.104e-04 0.000e+00
14 -1.119e-02 1.044e-01 6.365e-02 5.751e+01
15 -2.886e-02 3.698e-02 8.213e-02 0.000e+00
16 -2.894e-02 5.048e-02 3.839e-02 0.000e+00
17 6.298e-02 3.392e-02 3.505e-02 0.000e+00
18 -8.886e-02 2.430e-02 4.205e-02 0.000e+00
19 6.960e-02 -3.941e-02 -5.903e-03 0.000e+00
20 -1.107e-02 -4.792e-02 -2.769e-02 0.000e+00
21 -3.478e-02 2.922e-02 6.558e-02 0.000e+00
22 2.946e-02 2.035e-02 -6.175e-02 0.000e+00
23 9.496e-03 1.122e-01 3.070e-03 8.923e+01
24 4.869e-02 -3.635e-02 2.811e-02 0.000e+00
25 -3.941e-02 -1.913e-02 3.009e-02 0.000e+00
26 2.385e-02 -2.426e-02 -2.727e-02 0.000e+00
27 6.159e-02 3.224e-02 -7.775e-03 0.000e+00
28 6.880e-02 -2.695e-02 -7.134e-02 0.000e+00
29 2.460e-02 -5.000e-02 9.071e-03 0.000e+00
30 7.254e-02 9.586e-02 -3.013e-02 2.029e+01
31 5.105e-03 0.000e+00 -1.343e-02 0.000e+00
32 -2.883e-02 -4.843e-02 9.235e-04 0.000e+00
33 -8.327e-03 -2.141e-02 -9.274e-03 0.000e+00
34 3.901e-02 1.999e-02 -5.197e-02 0.000e+00
