Bin I L V PA
0 1.239e-02 1.965e-02 4.639e-03 0.000e+00
1 1.295e-02 -1.939e-02 -1.488e-02 0.000e+00
2 2.333e-02 -2.021e-02 -2.227e-04 0.000e+00
3 6.954e-03 -1.573e-02 -2.018e-02 0.000e+00
4 1.819e-02 -2.047e-02 -2.014e-02 0.000e+00
5 -6.777e-03 -1.371e-02 -6.749e-03 0.000e+00
6 3.311e-02 2.687e-02 1.132e-02 0.000e+00
7 1.928e-02 4.048e-02 3.749e-02 1.926e+01
8 1.591e-02 3.006e-03 -4.217e-03 0.000e+00
9 4.892e-03 2.382e-02 1.326e-02 0.000e+00
10 -1.464e-02 -1.054e-02 1.324e-02 0.000e+00
11 3.853e-03 3.132e-03 -1.079e-02 0.000e+00
12 2.485e-02 -2.225e-02 6.445e-03 0.000e+00
13 2.076e-02 -2.116e-02 -1.073e-02 0.000e+00
14 -1.220e-02 -1.612e-02 -3.071e-02 0.000e+00
15 1.754e-02 1.337e-02 2.523e-02 0.000e+00
16 2.204e-02 2.458e-02 7.252e-03 0.000e+00
17 5.262e-04 1.871e-02 2.334e-03 0.000e+00
18 3.418e-02 8.262e-03 -6.161e-03 0.000e+00
19 8.627e-03 6.612e-03 1.116e-02 0.000e+00
20 2.501e-02 3.867e-02 -2.046e-03 3.635e+01
21 1.573e-02 2.350e-02 -3.038e-03 0.000e+00
22 -9.749e-03 1.973e-02 -2.029e-03 0.000e+00
23 2.124e-02 -1.936e-02 -6.532e-03 0.000e+00
24 6.919e-03 3.572e-02 4.333e-03 -6.023e+00
25 -1.622e-02 3.728e-02 3.945e-03 7.627e+01
26 -9.489e-03 -2.074e-02 1.888e-02 0.000e+00
27 1.581e-02 1.670e-02 1.511e-02 0.000e+00
28 7.548e-03 -1.063e-02 3.452e-03 0.000e+00
29 1.409e-02 2.708e-03 1.150e-02 0.000e+00
30 3.150e-02 6.711e-03 -6.941e-03 0.000e+00
31 -2.522e-02 5.605e-03 -1.303e-02 0.000e+00
32 -2.892e-02 7.570e-03 -1.939e-03 0.000e+00
33 5.131e-03 1.410e-02 1.972e-02 0.000e+00
34 -1.774e-02 1.905e-02 -2.859e-02 0.000e+00
35 -4.521e-03 8.086e-03 -1.740e-02 0.000e+00
36 -2.536e-02 -1.946e-02 -1.121e-02 0.000e+00
37 2.058e-02 2.720e-02 3.606e-02 0.000e+00
38 2.567e-02 -2.141e-02 1.340e-02 0.000e+00
39 2.386e-02 2.245e-02 -1.491e-04 0.000e+00
40 2.030e-03 1.604e-02 3.387e-03 0.000e+00
41 -1.053e-02 -1.767e-02 1.352e-03 0.000e+00
42 -1.253e-02 6.620e-03 -2.003e-02 0.000e+00
43 5.440e-03 7.472e-03 -7.276e-03 0.000e+00
44 -7.133e-04 1.498e-02 -1.250e-03 0.000e+00
45 2.406e-02 9.130e-03 9.202e-03 0.000e+00
46 -8.680e-03 -1.771e-02 1.645e-02 0.000e+00
47 -1.274e-03 2.879e-02 2.186e-02 5.499e+01
48 -4.921e-02 2.500e-03 -3.349e-02 0.000e+00
49 8.360e-05 3.722e-02 -2.208e-02 -1.533e+01
50 -1.108e-02 1.477e-02 -1.310e-02 0.000e+00
51 -4.230e-03 -2.032e-02 -8.698e-03 0.000e+00
52 -4.259e-03 -1.916e-02 6.084e-03 0.000e+00
53 -1.281e-02 -2.063e-02 1.311e-03 0.000e+00
54 -4.721e-02 -1.598e-02 1.332e-02 0.000e+00
55 -8.258e-03 -1.842e-02 8.758e-03 0.000e+00
56 8.113e-03 3.935e-03 3.198e-02 0.000e+00
57 -4.733e-03 1.750e-02 3.594e-02 0.000e+00
58 -9.029e-03 -2.126e-02 -1.388e-02 0.000e+00
59 6.073e-03 2.095e-02 2.881e-02 0.000e+00
60 -1.641e-02 -9.092e-03 8.127e-03 0.000e+00
61 -4.708e-03 3.572e-02 2.174e-02 9.108e+01
62 2.840e-03 3.126e-02 -5.062e-03 5.726e+01
63 4.450e-03 1.496e-03 4.468e-02 0.000e+00
64 -5.025e-03 3.065e-02 3.272e-02 -2.229e+01
65 -1.252e-02 1.622e-02 5.287e-04 0.000e+00
66 -7.684e-03 5.256e-02 -3.120e-02 4.797e+01
67 1.625e-02 1.186e-02 9.967e-03 0.000e+00
68 -7.116e-03 -1.787e-02 7.009e-03 0.000e+00
69 -3.543e-03 1.163e-02 2.259e-02 0.000e+00
70 1.409e-02 9.671e-03 1.002e-02 0.000e+00
71 -2.529e-02 3.554e-02 -1.403e-02 6.916e+01
72 3.063e-03 -1.144e-02 1.601e-02 0.000e+00
73 -2.468e-02 2.041e-03 1.485e-02 0.000e+00
74 -2.118e-02 1.118e-02 7.711e-03 0.000e+00
75 2.064e-02 -1.707e-02 6.128e-03 0.000e+00
76 1.137e-02 -1.835e-02 2.134e-02 0.000e+00
77 -2.144e-02 2.876e-02 -1.363e-02 3.652e+01
78 -3.232e-03 -2.059e-02 4.543e-03 0.000e+00
79 2.234e-02 -1.890e-02 -2.213e-02 0.000e+00
80 7.072e-03 1.135e-02 3.008e-02 0.000e+00
81 9.466e-03 5.873e-03 4.690e-03 0.000e+00
82 1.828e-03 5.123e-03 2.927e-03 0.000e+00
83 1.404e-02 -1.684e-02 -2.873e-04 0.000e+00
84 -2.703e-02 -1.481e-02 3.852e-02 0.000e+00
85 -9.061e-03 8.070e-04 3.289e-02 0.000e+00
86 -7.229e-03 -9.161e-03 7.625e-03 0.000e+00
87 -3.036e-03 1.011e-02 9.039e-03 0.000e+00
88 9.659e-03 -1.937e-02 6.756e-03 0.000e+00
89 8.025e-03 -2.180e-02 1.093e-02 0.000e+00
90 -1.691e-02 -2.135e-02 -7.916e-03 0.000e+00
91 -8.413e-03 1.304e-02 -1.373e-02 0.000e+00
92 2.254e-02 1.680e-02 -1.170e-02 0.000e+00
93 -2.397e-02 1.126e-02 -1.551e-02 0.000e+00
94 -2.099e-03 7.064e-03 -3.809e-04 0.000e+00
95 -3.890e-03 1.894e-02 -3.474e-03 0.000e+00
96 -1.033e-02 1.824e-03 3.483e-03 0.000e+00
97 -2.837e-02 -1.796e-02 -3.304e-02 0.000e+00
98 -5.881e-02 -1.796e-02 3.729e-03 0.000e+00
99 1.446e-02 -2.076e-02 4.983e-03 0.000e+00
100 -4.316e-02 -2.153e-02 1.301e-03 0.000e+00
101 -1.283e-02 1.339e-02 3.284e-02 0.000e+00
102 2.898e-02 -2.019e-02 1.850e-02 0.000e+00
103 -7.603e-03 9.476e-03 2.047e-02 0.000e+00
104 -1.762e-03 4.227e-03 2.578e-02 0.000e+00
105 1.359e-02 -1.668e-02 4.199e-02 0.000e+00
106 2.019e-02 -2.198e-02 -1.170e-02 0.000e+00
107 2.539e-02 -1.511e-02 9.956e-04 0.000e+00
108 -1.339e-02 9.728e-03 1.430e-02 0.000e+00
109 -6.694e-04 3.283e-02 2.685e-02 -3.756e+01
110 4.791e-03 -2.154e-02 -2.282e-02 0.000e+00
111 -2.998e-02 -2.060e-02 1.643e-02 0.000e+00
112 -2.916e-02 -1.730e-02 2.648e-02 0.000e+00
113 -1.573e-02 9.472e-03 2.456e-02 0.000e+00
114 -6.189e-04 2.157e-02 -2.409e-02 0.000e+00
115 -1.878e-02 -2.162e-02 -5.759e-03 0.000e+00
116 -9.897e-03 2.694e-02 -2.223e-02 0.000e+00
117 -2.606e-03 1.993e-02 -3.795e-03 0.000e+00
118 -2.517e-02 -1.485e-02 2.865e-02 0.000e+00
119 -1.589e-02 8.235e-03 1.721e-02 0.000e+00
120 -9.819e-03 9.632e-04 -1.634e-02 0.000e+00
121 2.070e-02 1.605e-03 1.158e-02 0.000e+00
122 1.865e-02 -1.684e-02 1.283e-03 0.000e+00
123 2.532e-02 -2.156e-02 1.927e-02 0.000e+00
124 -3.370e-02 -2.000e-04 -1.519e-02 0.000e+00
125 6.866e-03 -1.847e-02 2.691e-02 0.000e+00
126 5.414e-02 4.575e-03 -2.941e-02 0.000e+00
127 1.201e-02 9.539e-03 1.637e-02 0.000e+00
128 -2.233e-02 -5.739e-03 1.908e-02 0.000e+00
129 -9.299e-05 5.433e-03 1.860e-02 0.000e+00
130 -1.935e-02 2.089e-02 1.464e-02 0.000e+00
131 5.014e-03 8.126e-03 -9.873e-04 0.000e+00
132 1.681e-02 -1.626e-02 5.873e-03 0.000e+00
133 1.220e-02 -2.193e-02 2.562e-05 0.000e+00
134 -2.254e-02 -1.803e-02 7.467e-03 0.000e+00
135 -1.798e-02 -1.715e-02 8.008e-03 0.000e+00
136 -1.912e-02 -2.181e-02 5.040e-03 0.000e+00
137 7.671e-03 -2.035e-02 2.584e-02 0.000e+00
138 9.532e-03 -1.922e-02 3.111e-02 0.000e+00
139 -1.253e-02 5.151e-03 -2.579e-02 0.000e+00
140 -2.643e-02 6.227e-03 -1.273e-02 0.000e+00
141 4.386e-03 -1.767e-02 -4.225e-02 0.000e+00
142 2.558e-02 2.738e-02 6.764e-03 0.000e+00
143 -2.947e-02 1.146e-02 6.744e-02 0.000e+00
144 -1.278e-02 2.987e-02 -5.743e-03 1.856e+01
145 -2.236e-02 -1.692e-02 -4.180e-03 0.000e+00
146 -1.876e-02 -2.030e-02 -5.637e-03 0.000e+00
147 2.933e-02 1.910e-02 1.303e-03 0.000e+00
148 -7.313e-03 -1.303e-02 3.805e-03 0.000e+00
149 4.110e-02 1.655e-02 -2.490e-02 0.000e+00
150 4.047e-03 -2.054e-02 5.443e-03 0.000e+00
151 1.274e-02 2.045e-02 -1.083e-02 0.000e+00
152 8.395e-03 -2.026e-02 -9.185e-03 0.000e+00
153 -1.905e-02 5.221e-03 -9.443e-03 0.000e+00
154 1.045e-02 1.059e-02 -2.667e-02 0.000e+00
155 1.489e-02 1.352e-02 1.759e-03 0.000e+00
156 -1.166e-02 -6.176e-04 -9.026e-03 0.000e+00
157 9.212e-03 -2.049e-02 -6.966e-03 0.000e+00
158 -1.264e-02 1.130e-02 6.722e-03 0.000e+00
159 1.618e-02 -2.012e-02 -5.565e-03 0.000e+00
160 -1.652e-02 -1.045e-02 1.501e-02 0.000e+00
161 5.077e-03 -2.008e-02 5.422e-04 0.000e+00
162 -1.283e-02 -2.085e-02 -6.522e-03 0.000e+00
163 5.748e-03 -1.566e-02 7.746e-03 0.000e+00
164 -6.301e-03 -1.884e-02 -6.940e-03 0.000e+00
165 -5.178e-02 -1.935e-02 -3.603e-02 0.000e+00
166 -2.718e-02 -2.141e-02 -2.020e-03 0.000e+00
167 -2.871e-03 1.300e-02 -2.949e-02 0.000e+00
168 -2.594e-03 -1.983e-02 7.720e-03 0.000e+00
169 1.073e-02 1.742e-02 1.534e-02 0.000e+00
170 3.477e-03 -1.536e-02 2.996e-02 0.000e+00
171 -1.147e-02 1.758e-02 1.192e-03 0.000e+00
172 -1.879e-02 -1.146e-02 7.588e-03 0.000e+00
173 2.929e-02 -1.940e-02 -1.498e-02 0.000e+00
174 6.467e-03 1.985e-02 -1.237e-02 0.000e+00
175 4.838e-03 1.861e-02 -7.810e-03 0.000e+00
176 1.972e-03 1.736e-02 -2.232e-02 0.000e+00
177 -3.278e-02 2.462e-02 -1.319e-02 0.000e+00
178 -1.900e-02 -2.080e-02 8.114e-03 0.000e+00
179 -1.573e-02 -2.042e-02 -7.700e-03 0.000e+00
180 -1.767e-02 1.553e-02 2.846e-02 0.000e+00
181 -1.169e-02 4.474e-02 -1.183e-02 9.899e+01
182 -1.721e-02 -1.857e-02 1.753e-02 0.000e+00
183 -1.473e-02 -1.695e-02 -3.445e-02 0.000e+00
184 -1.202e-02 6.081e-03 1.608e-02 0.000e+00
185 -1.936e-03 -1.137e-02 2.267e-03 0.000e+00
186 1.736e-02 -1.512e-02 2.957e-03 0.000e+00
187 1.287e-02 1.715e-02 1.946e-02 0.000e+00
188 1.599e-02 5.133e-03 5.818e-03 0.000e+00
189 -3.583e-02 3.222e-02 -1.038e-03 9.052e+01
190 3.179e-02 1.241e-02 -2.236e-03 0.000e+00
191 -2.526e-02 2.069e-02 6.691e-03 0.000e+00
192 5.059e-03 -1.953e-02 -3.140e-03 0.000e+00
193 -2.019e-02 -9.496e-03 3.606e-03 0.000e+00
194 9.123e-03 3.241e-02 9.967e-03 -2.112e+01
195 -1.002e-02 -1.643e-02 8.638e-03 0.000e+00
196 -1.455e-02 -1.318e-02 8.134e-03 0.000e+00
197 -1.475e-02 3.532e-02 7.792e-03 1.270e+02
198 -2.112e-03 -1.706e-02 -2.730e-02 0.000e+00
199 2.847e-02 5.390e-03 -6.851e-03 0.000e+00
200 6.472e-03 1.098e-02 2.345e-02 0.000e+00
201 -1.440e-02 -1.672e-02 1.342e-02 0.000e+00
202 -1.144e-02 -1.643e-02 -2.293e-03 0.000e+00
203 -9.710e-03 -9.554e-03 -1.948e-02 0.000e+00
204 -2.281e-02 1.440e-02 2.718e-02 0.000e+00
205 -6.681e-03 1.299e-02 3.094e-02 0.000e+00
206 2.298e-02 8.677e-03 -8.505e-04 0.000e+00
207 -2.051e-02 -2.073e-02 1.888e-02 0.000e+00
208 -8.101e-03 -2.167e-02 1.474e-02 0.000e+00
209 6.975e-03 -1.884e-02 2.432e-02 0.000e+00
210 -8.024e-03 -2.163e-02 -7.976e-03 0.000e+00
211 -8.535e-03 1.179e-02 -1.132e-02 0.000e+00
212 -2.168e-02 3.211e-02 1.185e-02 9.752e+01
213 -8.782e-03 3.979e-02 -2.817e-03 1.275e+02
