Bin I L V PA
0 -2.732e-02 1.161e-02 6.170e-03 0.000e+00
1 5.979e-04 -2.738e-02 2.801e-02 0.000e+00
2 4.687e-03 -2.520e-02 -3.265e-02 0.000e+00
3 1.103e-02 3.443e-02 -3.563e-03 0.000e+00
4 1.933e-02 -2.545e-02 -3.078e-02 0.000e+00
5 -3.910e-02 2.302e-02 2.469e-03 0.000e+00
6 -2.398e-02 -1.463e-04 -1.838e-02 0.000e+00
7 1.118e-02 2.197e-02 -1.262e-02 0.000e+00
8 -1.154e-02 -2.549e-02 -3.065e-03 0.000e+00
9 1.190e-02 -9.661e-03 -4.159e-03 0.000e+00
10 1.899e-02 -2.409e-02 -1.928e-02 0.000e+00
11 -9.774e-03 2.889e-02 -9.585e-03 0.000e+00
12 -1.909e-02 -1.575e-02 1.807e-02 0.000e+00
13 1.390e-02 1.744e-02 4.619e-03 0.000e+00
14 2.630e-02 2.002e-02 2.720e-02 0.000e+00
15 1.563e-03 4.834e-02 2.535e-02 1.162e+02
16 -3.734e-02 8.194e-02 2.500e-02 4.182e+01
17 -6.823e-03 5.696e-03 1.417e-02 0.000e+00
18 1.298e-04 -2.265e-02 3.741e-02 0.000e+00
19 -2.607e-03 2.634e-02 -2.517e-02 0.000e+00
20 -1.282e-02 -1.705e-03 2.829e-02 0.000e+00
21 1.293e-02 1.754e-02 -1.589e-02 0.000e+00
22 -3.921e-02 1.366e-02 -2.628e-02 0.000e+00
23 5.036e-03 3.784e-02 -3.521e-02 8.894e+01
24 3.994e-02 3.018e-02 -3.091e-02 0.000e+00
25 1.545e-02 4.313e-02 1.564e-02 8.969e+01
26 5.465e-02 2.330e-02 2.073e-02 0.000e+00
27 2.676e-02 2.398e-04 1.911e-02 0.000e+00
28 7.312e-02 -2.442e-02 -9.261e-03 0.000e+00
29 5.210e-02 6.363e-02 1.861e-02 7.163e+01
30 6.084e-02 2.896e-02 -5.042e-03 0.000e+00
31 4.483e-02 -2.667e-02 3.719e-03 0.000e+00
32 1.220e-01 5.461e-02 -6.124e-03 -4.460e+01
33 1.087e-01 5.750e-02 1.859e-02 1.296e+02
34 1.424e-01 7.263e-02 -3.260e-02 -1.860e+01
35 2.620e-01 1.627e-01 -1.438e-02 -1.587e+01
36 3.023e-01 1.087e-01 -1.074e-02 -1.000e+01
37 3.667e-01 1.328e-01 2.949e-02 -1.530e+01
38 4.142e-01 1.281e-01 -2.206e-02 -1.400e+01
39 5.438e-01 1.449e-01 6.722e-03 -8.022e+00
40 7.542e-01 2.613e-01 -6.806e-02 4.110e-01
41 1.000e+00 3.946e-01 -2.704e-02 1.203e+01
42 8.412e-01 3.024e-01 -5.628e-02 2.180e+01
43 2.733e-01 5.902e-02 -2.286e-02 2.471e+01
44 -9.714e-03 5.533e-02 3.655e-02 -1.569e+01
45 7.297e-03 4.410e-02 -1.491e-02 -2.177e+01
46 1.377e-02 -1.187e-02 3.533e-02 0.000e+00
47 9.302e-03 1.262e-02 2.332e-03 0.000e+00
48 3.067e-02 -2.300e-02 1.203e-02 0.000e+00
49 -3.206e-02 2.303e-02 2.416e-02 0.000e+00
50 -1.906e-02 2.395e-03 -1.766e-02 0.000e+00
51 -4.560e-02 3.065e-02 1.784e-02 0.000e+00
52 3.208e-03 1.921e-02 -1.956e-02 0.000e+00
53 -3.085e-02 4.279e-03 2.284e-02 0.000e+00
54 1.168e-02 7.729e-03 3.184e-02 0.000e+00
55 -6.028e-02 2.995e-02 7.024e-04 0.000e+00
56 -4.034e-02 9.163e-03 1.006e-03 0.000e+00
57 4.908e-03 -1.696e-02 2.453e-02 0.000e+00
58 -1.697e-02 9.271e-03 6.249e-02 0.000e+00
59 1.170e-02 1.727e-02 7.049e-03 0.000e+00
60 -1.342e-02 -2.305e-02 3.090e-02 0.000e+00
61 2.678e-03 1.270e-02 1.859e-03 0.000e+00
62 -5.086e-02 1.760e-02 2.385e-02 0.000e+00
63 -2.661e-02 3.070e-02 2.662e-02 0.000e+00
64 -1.316e-02 2.220e-02 -2.710e-02 0.000e+00
65 -2.450e-02 4.234e-02 6.713e-03 1.066e+02
66 1.859e-04 3.858e-02 1.202e-02 2.611e+01
67 -3.838e-02 2.102e-02 2.457e-03 0.000e+00
68 -9.315e-03 1.787e-02 1.833e-02 0.000e+00
69 5.947e-03 -1.514e-02 -3.310e-02 0.000e+00
70 1.077e-02 5.052e-03 -2.849e-02 0.000e+00
71 -1.277e-02 1.657e-02 1.151e-02 0.000e+00
72 1.708e-02 2.585e-02 -3.849e-02 0.000e+00
73 -4.623e-03 1.820e-02 -3.129e-03 0.000e+00
74 -2.519e-02 1.840e-02 -7.100e-03 0.000e+00
75 -1.324e-02 3.879e-02 1.984e-02 -1.138e+01
76 1.027e-03 -1.473e-02 -1.711e-02 0.000e+00
77 -1.261e-02 5.071e-03 1.855e-03 0.000e+00
78 2.403e-02 4.831e-02 -1.507e-02 1.084e+02
79 -1.856e-02 5.697e-04 2.684e-03 0.000e+00
80 -1.148e-02 3.648e-02 1.338e-02 -4.639e+00
81 -9.419e-03 4.453e-02 -1.334e-02 1.710e+01
82 -2.575e-02 4.400e-02 -5.893e-02 4.670e+01
83 -1.127e-02 2.433e-02 2.958e-02 0.000e+00
84 2.989e-02 3.794e-02 -2.867e-02 4.843e+01
85 4.054e-03 2.236e-02 1.535e-02 0.000e+00
86 4.383e-02 -2.330e-02 3.077e-03 0.000e+00
87 3.726e-02 5.583e-02 1.030e-02 7.664e+01
88 8.677e-02 9.658e-02 -5.626e-02 7.270e+01
89 1.162e-01 8.797e-02 -2.603e-02 8.774e+01
90 1.306e-01 6.352e-02 -4.099e-02 6.721e+01
91 1.576e-01 9.169e-02 -3.994e-02 6.396e+01
92 1.395e-01 9.828e-02 -8.048e-03 4.911e+01
93 1.595e-01 8.867e-02 -3.118e-02 5.829e+01
94 1.365e-01 1.041e-01 2.231e-03 5.529e+01
95 1.122e-01 8.069e-02 -4.030e-02 5.839e+01
96 1.069e-01 9.703e-02 -4.844e-03 6.097e+01
97 7.207e-02 7.208e-02 3.360e-04 4.969e+01
98 9.682e-02 2.664e-02 -1.353e-02 0.000e+00
99 5.699e-02 -1.666e-02 4.330e-03 0.000e+00
100 1.344e-02 5.063e-02 -6.991e-03 4.122e+01
101 6.075e-02 4.688e-02 -2.314e-03 8.091e+01
102 5.301e-02 4.475e-02 -4.256e-03 7.091e+01
103 7.475e-03 3.541e-02 -2.008e-02 8.069e+01
104 4.101e-02 -1.192e-02 -3.160e-02 0.000e+00
105 6.152e-02 -2.576e-02 6.584e-03 0.000e+00
106 7.630e-02 -2.461e-02 1.720e-03 0.000e+00
107 3.375e-02 -2.701e-02 -1.271e-02 0.000e+00
108 3.129e-02 -2.470e-02 -1.640e-02 0.000e+00
109 -1.298e-04 1.018e-02 1.388e-02 0.000e+00
110 6.748e-03 -1.425e-02 -5.026e-02 0.000e+00
111 -1.247e-03 1.711e-03 6.850e-03 0.000e+00
112 -4.205e-02 -2.609e-02 -1.774e-02 0.000e+00
113 3.029e-02 1.542e-03 1.475e-02 0.000e+00
114 2.080e-03 7.598e-03 -5.989e-03 0.000e+00
115 -9.689e-03 -2.708e-02 7.131e-03 0.000e+00
116 2.885e-02 4.965e-03 6.728e-03 0.000e+00
117 -2.209e-02 3.122e-02 3.638e-02 0.000e+00
118 3.736e-02 1.433e-02 -1.150e-02 0.000e+00
119 3.633e-03 3.968e-02 1.432e-02 7.246e+00
120 -3.669e-02 -1.516e-02 3.875e-02 0.000e+00
121 -3.152e-02 -1.521e-02 -1.174e-02 0.000e+00
122 -4.182e-02 -2.405e-02 -1.824e-03 0.000e+00
123 -4.185e-02 1.463e-04 1.824e-03 0.000e+00
124 7.971e-03 -2.293e-02 -7.098e-03 0.000e+00
125 -4.457e-04 3.539e-03 -2.415e-02 0.000e+00
126 -1.239e-02 -2.070e-02 2.368e-02 0.000e+00
127 9.744e-03 -1.947e-02 -1.628e-02 0.000e+00
