Bin I L V PA
0 2.163e-02 -3.921e-02 2.666e-02 0.000e+00
1 -1.724e-02 9.930e-02 -8.654e-03 0.000e+00
2 -9.629e-02 -7.377e-02 -1.124e-01 0.000e+00
3 -1.156e-01 1.043e-02 -1.092e-01 0.000e+00
4 -7.328e-02 1.020e-02 1.574e-01 0.000e+00
5 1.602e-01 3.111e-02 -1.069e-02 0.000e+00
6 1.364e-01 1.257e-01 3.744e-02 7.042e+01
7 3.715e-02 -8.065e-02 1.289e-02 0.000e+00
8 -2.727e-02 6.487e-02 6.476e-02 0.000e+00
9 -1.175e-02 -7.689e-02 -7.410e-03 0.000e+00
10 6.721e-02 8.017e-02 -3.280e-02 0.000e+00
11 -8.223e-02 -8.963e-02 -3.125e-02 0.000e+00
12 6.200e-02 1.365e-01 1.709e-02 -2.040e+01
13 2.069e-01 -5.297e-02 0.000e+00 0.000e+00
14 3.967e-02 -5.210e-02 -1.130e-01 0.000e+00
15 -3.704e-02 3.462e-02 1.379e-02 0.000e+00
16 -1.142e-02 -7.159e-02 -6.949e-02 0.000e+00
17 1.127e-01 -7.349e-02 1.492e-02 0.000e+00
18 1.080e-02 -6.954e-02 -2.913e-02 0.000e+00
19 3.326e-02 8.279e-02 -5.616e-02 0.000e+00
20 -3.258e-02 -8.268e-02 2.646e-03 0.000e+00
21 6.463e-02 -4.063e-02 1.721e-01 0.000e+00
22 -9.387e-03 1.046e-01 7.067e-02 0.000e+00
23 -9.186e-02 -6.604e-02 4.772e-02 0.000e+00
24 -5.783e-02 7.603e-02 6.305e-03 0.000e+00
25 -6.617e-02 1.606e-02 3.088e-02 0.000e+00
26 2.498e-02 1.344e-01 5.716e-02 1.227e+02
27 6.872e-02 -7.745e-02 -1.259e-02 0.000e+00
28 0.000e+00 -1.436e-02 -4.177e-02 0.000e+00
29 -1.720e-01 8.805e-02 -7.832e-02 0.000e+00
30 -5.487e-02 4.954e-02 1.474e-02 0.000e+00
31 1.751e-02 -4.780e-02 7.992e-02 0.000e+00
32 -5.692e-02 -5.804e-02 2.137e-02 0.000e+00
33 -7.885e-02 2.860e-02 7.432e-02 0.000e+00
34 -1.268e-01 -7.418e-02 -4.463e-02 0.000e+00
35 -4.717e-02 -3.989e-02 -7.362e-02 0.000e+00
36 -5.993e-02 -5.048e-02 5.550e-02 0.000e+00
37 7.548e-02 1.582e-02 -1.277e-01 0.000e+00
38 6.282e-02 3.970e-02 6.111e-02 0.000e+00
39 -9.471e-02 7.857e-02 -8.228e-02 0.000e+00
40 1.119e-02 -6.791e-02 -5.250e-02 0.000e+00
41 -2.226e-02 1.105e-01 -1.894e-02 0.000e+00
