Bin I L V PA
0 3.497e-02 4.216e-02 -1.622e-02 5.304e+01
1 1.158e-02 2.457e-04 -9.691e-03 0.000e+00
2 -2.795e-02 -2.693e-02 -5.708e-03 0.000e+00
3 -4.489e-02 -2.606e-02 4.485e-02 0.000e+00
4 -1.951e-02 -3.500e-02 2.216e-02 0.000e+00
5 3.823e-02 -9.815e-03 4.115e-02 0.000e+00
6 3.512e-02 -2.907e-02 -1.775e-02 0.000e+00
7 5.005e-03 -3.073e-02 -5.285e-02 0.000e+00
8 -1.797e-02 2.307e-02 5.873e-03 0.000e+00
9 -5.747e-03 -3.600e-02 -1.624e-02 0.000e+00
10 -2.226e-02 -4.039e-02 -8.636e-03 0.000e+00
11 3.732e-02 -3.870e-02 -1.377e-02 0.000e+00
12 -4.765e-02 -9.551e-03 2.134e-02 0.000e+00
13 -3.979e-02 -3.613e-02 2.129e-02 0.000e+00
14 5.808e-02 2.740e-02 -1.888e-02 0.000e+00
15 3.806e-02 -1.199e-02 -3.556e-02 0.000e+00
16 -8.198e-03 1.994e-02 -5.574e-02 0.000e+00
17 8.288e-03 -3.418e-02 -3.893e-03 0.000e+00
18 -4.338e-03 -2.895e-02 -2.242e-04 0.000e+00
19 -2.669e-02 -4.793e-03 4.312e-02 0.000e+00
20 -2.385e-02 -3.551e-02 2.785e-02 0.000e+00
21 1.786e-02 -3.559e-02 4.428e-02 0.000e+00
22 -1.938e-02 3.914e-02 4.564e-02 0.000e+00
23 2.675e-02 -2.918e-04 9.404e-03 0.000e+00
24 -1.360e-02 4.263e-03 -1.808e-02 0.000e+00
25 1.880e-02 -2.568e-02 -1.156e-02 0.000e+00
26 -6.074e-03 2.031e-03 -9.465e-03 0.000e+00
27 2.574e-02 -3.980e-02 3.309e-02 0.000e+00
28 -1.448e-02 1.156e-02 7.042e-02 0.000e+00
29 -5.765e-03 -3.084e-02 -4.244e-03 0.000e+00
30 -4.780e-02 2.766e-02 -2.916e-02 0.000e+00
31 3.951e-02 -2.805e-02 3.767e-02 0.000e+00
32 -6.168e-03 1.967e-02 -1.267e-02 0.000e+00
33 -1.011e-02 1.604e-02 -1.804e-02 0.000e+00
34 3.339e-02 -3.327e-02 1.586e-02 0.000e+00
35 1.144e-02 -2.637e-02 -2.413e-02 0.000e+00
36 8.238e-02 -3.732e-02 -3.532e-02 0.000e+00
37 3.491e-02 -4.150e-02 1.041e-02 0.000e+00
38 1.082e-02 1.735e-02 -1.320e-02 0.000e+00
39 1.094e-02 5.281e-02 -4.145e-02 1.265e+02
40 -1.277e-02 2.747e-02 -7.178e-03 0.000e+00
41 3.200e-02 6.827e-03 2.242e-04 0.000e+00
42 2.745e-03 -3.261e-02 5.896e-03 0.000e+00
43 -1.384e-02 2.756e-02 -4.640e-02 0.000e+00
44 1.228e-02 1.233e-03 2.762e-02 0.000e+00
45 -2.674e-02 -2.401e-02 4.872e-03 0.000e+00
46 -1.789e-03 -2.015e-02 -1.212e-02 0.000e+00
47 -1.225e-02 -3.428e-02 -3.151e-02 0.000e+00
48 4.599e-02 2.792e-02 1.038e-02 0.000e+00
49 1.161e-02 -3.204e-02 1.839e-02 0.000e+00
50 2.555e-02 -3.063e-02 -7.407e-03 0.000e+00
51 -1.376e-02 1.564e-02 1.570e-02 0.000e+00
52 -3.167e-02 1.241e-02 -5.201e-02 0.000e+00
53 3.639e-02 -3.538e-02 1.193e-02 0.000e+00
54 -2.852e-02 -3.958e-02 1.878e-02 0.000e+00
55 -4.340e-03 5.739e-02 -1.406e-02 8.151e+01
56 4.836e-02 -2.874e-02 4.312e-02 0.000e+00
57 -4.011e-05 3.006e-02 -6.990e-04 0.000e+00
58 -1.195e-02 -3.351e-02 -2.691e-02 0.000e+00
59 -1.472e-02 2.945e-02 1.027e-02 0.000e+00
60 -2.636e-03 -3.156e-02 2.547e-02 0.000e+00
61 -3.570e-02 2.354e-02 1.006e-02 0.000e+00
62 1.783e-03 3.869e-02 -7.742e-03 0.000e+00
63 6.940e-05 -3.886e-04 3.503e-02 0.000e+00
64 8.109e-03 3.718e-02 -1.976e-02 0.000e+00
65 -3.103e-02 -3.637e-02 -3.759e-02 0.000e+00
66 -1.401e-02 -2.457e-04 5.718e-03 0.000e+00
67 -9.803e-03 -3.759e-02 -2.253e-02 0.000e+00
68 -6.402e-03 3.486e-02 3.512e-02 0.000e+00
69 -5.272e-02 1.029e-02 -7.019e-03 0.000e+00
70 4.538e-03 -2.615e-02 4.195e-03 0.000e+00
71 3.887e-03 1.807e-02 1.793e-02 0.000e+00
72 -1.279e-02 5.304e-02 -2.290e-02 -1.819e+01
73 2.922e-02 2.570e-02 4.359e-02 0.000e+00
74 3.980e-03 5.928e-03 -1.081e-02 0.000e+00
75 -1.634e-02 2.090e-02 -1.698e-02 0.000e+00
76 -1.331e-02 5.331e-04 3.673e-02 0.000e+00
77 -2.486e-02 -2.744e-02 -3.682e-02 0.000e+00
78 5.176e-02 -3.617e-02 -3.392e-02 0.000e+00
79 3.343e-02 -3.213e-02 2.660e-03 0.000e+00
80 -1.364e-03 5.956e-02 -4.021e-02 -2.542e+01
81 1.447e-02 -3.026e-02 -4.117e-02 0.000e+00
82 -1.653e-02 -6.137e-03 -4.447e-02 0.000e+00
83 -5.956e-02 7.824e-03 -1.189e-02 0.000e+00
84 7.599e-03 -3.284e-02 2.699e-03 0.000e+00
85 -1.565e-02 -3.988e-02 -1.422e-02 0.000e+00
86 -1.635e-02 1.680e-02 -6.766e-03 0.000e+00
87 3.545e-02 -4.001e-02 -4.857e-02 0.000e+00
88 2.494e-02 9.944e-04 1.751e-02 0.000e+00
89 3.605e-02 3.287e-02 3.407e-03 0.000e+00
90 2.137e-02 -1.008e-03 1.354e-02 0.000e+00
91 9.243e-03 2.306e-02 2.921e-02 0.000e+00
92 3.980e-02 1.737e-02 2.091e-02 0.000e+00
93 -3.441e-02 -1.204e-02 2.770e-02 0.000e+00
94 -2.639e-02 1.238e-02 -1.384e-02 0.000e+00
95 1.466e-02 5.626e-03 -8.611e-03 0.000e+00
96 3.177e-02 -7.954e-04 5.193e-02 0.000e+00
97 -4.108e-02 3.514e-02 -7.156e-03 0.000e+00
98 4.997e-02 -4.060e-02 -1.354e-02 0.000e+00
99 4.394e-03 2.119e-03 -4.020e-02 0.000e+00
100 -4.980e-02 2.045e-02 -2.191e-02 0.000e+00
101 -2.282e-03 -3.762e-02 -1.821e-02 0.000e+00
102 -1.455e-02 2.461e-02 -5.986e-03 0.000e+00
103 1.016e-02 3.913e-02 2.350e-02 0.000e+00
104 2.161e-02 2.351e-02 -1.747e-02 0.000e+00
105 -1.710e-02 7.889e-03 4.180e-03 0.000e+00
106 -4.364e-02 4.015e-02 -1.908e-02 -2.819e+01
107 2.859e-02 1.708e-02 1.890e-02 0.000e+00
108 4.449e-03 2.040e-02 2.918e-02 0.000e+00
109 3.450e-03 4.367e-02 -1.042e-02 -2.305e+01
110 -7.566e-03 9.983e-03 -1.875e-02 0.000e+00
111 -2.746e-02 5.246e-03 -4.198e-02 0.000e+00
112 -7.205e-04 3.064e-02 -8.227e-03 0.000e+00
