Bin I L V PA
0 1.700e-02 2.458e-03 1.082e-02 0.000e+00
1 -6.985e-03 -1.745e-02 -1.480e-02 0.000e+00
2 2.721e-02 -2.192e-02 -3.298e-03 0.000e+00
3 5.973e-04 -8.670e-04 3.888e-03 0.000e+00
4 -2.266e-02 1.633e-02 7.699e-04 0.000e+00
5 -7.184e-03 -2.174e-02 1.618e-02 0.000e+00
6 -2.917e-02 1.005e-02 5.546e-02 0.000e+00
7 1.765e-02 1.022e-02 1.972e-02 0.000e+00
8 1.624e-02 -1.838e-02 -2.631e-02 0.000e+00
9 3.375e-03 -1.416e-02 1.780e-02 0.000e+00
10 -2.792e-02 1.087e-02 -1.223e-02 0.000e+00
11 -8.339e-03 -1.631e-02 6.853e-03 0.000e+00
12 2.254e-03 1.282e-02 1.644e-02 0.000e+00
13 8.481e-03 -1.576e-02 3.156e-03 0.000e+00
14 -1.473e-02 6.608e-03 -3.299e-03 0.000e+00
15 -2.232e-03 -2.532e-02 -1.667e-02 0.000e+00
16 8.861e-03 1.694e-03 -1.408e-02 0.000e+00
17 1.928e-02 -6.233e-04 4.444e-02 0.000e+00
18 4.504e-03 -2.548e-02 6.788e-03 0.000e+00
19 3.777e-02 4.816e-03 4.771e-02 0.000e+00
20 -3.352e-02 -2.210e-02 -2.416e-02 0.000e+00
21 1.373e-02 -2.083e-02 7.186e-03 0.000e+00
22 -2.996e-02 1.949e-02 -3.872e-03 0.000e+00
23 1.171e-03 1.057e-02 -1.021e-02 0.000e+00
24 -2.787e-02 4.476e-02 -9.489e-03 1.255e+02
25 8.542e-03 -2.227e-02 2.039e-02 0.000e+00
26 9.436e-03 -1.953e-02 -1.192e-02 0.000e+00
27 -4.351e-03 5.016e-04 -8.625e-03 0.000e+00
28 -7.590e-03 6.068e-03 -1.179e-02 0.000e+00
29 1.278e-02 -1.403e-02 8.083e-03 0.000e+00
30 -2.778e-03 -1.176e-02 2.979e-02 0.000e+00
31 -5.428e-04 -2.114e-02 -7.875e-04 0.000e+00
32 -1.826e-02 2.677e-02 -1.402e-03 6.029e+01
33 6.518e-05 1.875e-02 2.299e-02 0.000e+00
34 -7.466e-03 1.493e-02 1.774e-02 0.000e+00
