Bin I L V PA
0 -2.195e-02 2.697e-02 -6.162e-04 0.000e+00
1 -3.342e-02 3.891e-03 5.113e-02 0.000e+00
2 6.399e-03 0.000e+00 -2.671e-02 0.000e+00
3 1.196e-02 -4.163e-02 -3.547e-02 0.000e+00
4 4.111e-04 5.996e-03 0.000e+00 0.000e+00
5 -1.384e-02 -4.391e-02 1.335e-02 0.000e+00
6 -1.692e-02 -3.927e-02 1.305e-02 0.000e+00
7 1.519e-02 -1.073e-02 -4.705e-02 0.000e+00
8 -6.313e-03 4.341e-02 9.343e-03 3.002e+01
9 2.034e-03 4.272e-03 -5.536e-02 0.000e+00
10 2.837e-02 -3.767e-02 -3.256e-02 0.000e+00
11 -2.421e-02 -1.055e-02 6.701e-04 0.000e+00
12 3.774e-02 1.104e-02 -7.148e-02 0.000e+00
13 -4.253e-02 -1.779e-02 2.914e-02 0.000e+00
14 -7.197e-04 3.479e-02 8.833e-03 0.000e+00
15 1.204e-02 -4.822e-02 -1.131e-02 0.000e+00
16 2.322e-02 1.279e-02 7.507e-04 0.000e+00
17 -2.818e-03 1.571e-03 2.126e-03 0.000e+00
18 1.410e-01 2.500e-02 -1.664e-02 0.000e+00
19 9.231e-02 2.718e-02 4.650e-02 0.000e+00
20 2.444e-01 5.007e-02 6.026e-02 9.878e+00
21 4.267e-01 6.126e-02 5.508e-02 1.798e+01
22 7.028e-01 2.235e-01 6.517e-02 1.375e+01
23 9.936e-01 2.498e-01 7.666e-02 3.990e+00
24 9.351e-01 2.481e-01 1.108e-01 8.167e+00
25 1.000e+00 2.301e-01 1.618e-01 7.242e+00
26 8.612e-01 2.137e-01 8.699e-02 1.703e+00
27 7.383e-01 2.484e-01 4.768e-02 -1.841e+00
28 6.192e-01 1.253e-01 8.834e-02 -1.028e+00
29 6.662e-01 -5.107e-03 7.681e-03 0.000e+00
30 7.072e-01 -1.789e-02 -3.878e-02 0.000e+00
31 4.807e-01 1.672e-03 5.089e-02 0.000e+00
32 3.920e-01 4.101e-03 1.257e-02 0.000e+00
33 2.542e-01 2.772e-02 1.734e-02 0.000e+00
34 2.017e-01 3.340e-02 -1.256e-02 0.000e+00
35 2.333e-01 -1.143e-02 2.108e-02 0.000e+00
36 1.956e-01 3.278e-02 -1.579e-02 0.000e+00
37 1.991e-01 2.938e-02 -1.022e-01 0.000e+00
38 2.581e-01 -4.345e-02 -9.532e-02 0.000e+00
39 1.750e-01 1.522e-02 -1.088e-02 0.000e+00
40 7.102e-02 -2.151e-03 -1.553e-02 0.000e+00
41 3.380e-02 -5.354e-02 2.271e-03 0.000e+00
42 -9.095e-04 -4.393e-02 -4.719e-03 0.000e+00
43 -3.180e-02 2.267e-03 3.634e-02 0.000e+00
44 -1.617e-02 -4.027e-02 3.129e-02 0.000e+00
45 7.378e-03 4.972e-03 1.410e-02 0.000e+00
46 3.339e-02 1.832e-02 -4.802e-02 0.000e+00
47 -1.648e-02 -4.347e-02 -2.784e-02 0.000e+00
48 -2.743e-02 -3.362e-03 1.761e-03 0.000e+00
49 2.935e-02 -3.886e-03 2.493e-02 0.000e+00
50 9.081e-03 4.977e-02 -3.598e-03 -2.034e+01
51 7.433e-02 5.177e-04 4.180e-02 0.000e+00
52 1.646e-02 5.545e-03 -7.935e-03 0.000e+00
53 4.038e-03 2.194e-04 -8.612e-03 0.000e+00
54 -1.145e-02 6.298e-03 -3.530e-02 0.000e+00
55 0.000e+00 -6.953e-03 5.058e-02 0.000e+00
56 -5.293e-02 -5.371e-02 -3.288e-02 0.000e+00
57 -1.407e-02 -4.915e-02 3.242e-03 0.000e+00
58 -3.525e-02 -2.417e-02 2.959e-02 0.000e+00
59 3.821e-03 1.732e-02 -4.034e-02 0.000e+00
60 2.088e-02 7.760e-03 -6.358e-02 0.000e+00
61 -6.094e-02 2.075e-03 7.325e-03 0.000e+00
62 3.116e-03 -2.301e-03 3.536e-02 0.000e+00
63 -2.077e-02 -2.274e-03 -1.201e-02 0.000e+00
