Bin I L V PA
0 2.502e-03 -2.372e-02 -4.762e-03 0.000e+00
1 -1.514e-02 6.203e-03 -2.254e-03 0.000e+00
2 -8.778e-03 1.678e-02 2.597e-02 0.000e+00
3 2.009e-02 3.456e-02 -9.493e-03 -1.890e+01
4 -1.436e-02 2.027e-02 -1.508e-02 0.000e+00
5 2.591e-02 -5.013e-03 -5.445e-03 0.000e+00
6 1.527e-02 -3.019e-02 3.121e-03 0.000e+00
7 2.028e-02 4.527e-03 -7.000e-03 0.000e+00
8 -2.948e-03 2.964e-02 -4.173e-03 0.000e+00
9 -2.066e-02 -2.038e-02 -1.154e-03 0.000e+00
10 7.658e-03 2.866e-03 -2.502e-03 0.000e+00
11 -1.133e-02 -2.108e-03 2.267e-02 0.000e+00
12 1.265e-03 -1.083e-03 -2.281e-02 0.000e+00
13 -4.706e-02 1.307e-02 -1.802e-02 0.000e+00
14 2.978e-03 1.046e-03 -1.866e-02 0.000e+00
15 8.054e-03 5.498e-03 -1.995e-02 0.000e+00
16 6.513e-02 2.810e-03 -2.832e-02 0.000e+00
17 1.303e-03 -2.434e-02 -1.937e-02 0.000e+00
18 -1.689e-02 1.784e-02 -2.570e-02 0.000e+00
19 -1.857e-02 1.324e-02 -2.747e-02 0.000e+00
20 4.969e-02 4.755e-03 1.712e-02 0.000e+00
21 2.750e-02 -3.973e-03 3.083e-02 0.000e+00
22 1.882e-03 2.327e-02 -4.615e-03 0.000e+00
23 2.929e-02 -2.997e-02 -2.698e-02 0.000e+00
24 1.334e-02 2.491e-02 4.211e-02 0.000e+00
25 2.565e-02 -2.686e-02 -6.350e-03 0.000e+00
26 -1.054e-03 1.000e-03 2.338e-02 0.000e+00
27 -2.113e-03 -3.082e-02 1.803e-03 0.000e+00
28 -1.590e-02 -4.719e-03 1.559e-02 0.000e+00
29 1.257e-02 8.293e-03 -7.319e-04 0.000e+00
30 -1.364e-02 -3.035e-02 2.744e-03 0.000e+00
31 -2.194e-02 -2.390e-02 3.558e-03 0.000e+00
32 -6.853e-03 -2.944e-02 -1.428e-02 0.000e+00
33 1.121e-02 3.894e-03 -3.737e-02 0.000e+00
34 5.288e-03 -2.646e-02 -2.218e-02 0.000e+00
35 2.039e-02 -1.724e-03 2.052e-02 0.000e+00
36 3.268e-03 -7.448e-03 -3.293e-03 0.000e+00
37 -4.277e-02 -1.593e-04 -9.992e-03 0.000e+00
38 3.686e-03 -2.333e-02 8.612e-04 0.000e+00
39 1.524e-03 3.718e-02 2.509e-02 2.733e+01
40 -1.725e-02 2.194e-02 -2.742e-03 0.000e+00
41 3.069e-02 -3.803e-03 1.183e-02 0.000e+00
42 -1.408e-03 1.160e-03 -2.309e-02 0.000e+00
43 1.320e-02 -1.925e-02 -4.353e-06 0.000e+00
44 2.971e-02 -1.619e-02 -1.336e-02 0.000e+00
