Bin I L V PA
0 -6.861e-03 9.305e-03 -1.573e-02 0.000e+00
1 9.300e-03 1.756e-02 -2.251e-04 1.936e+01
2 -1.245e-02 3.815e-03 3.507e-03 0.000e+00
3 3.534e-03 1.196e-02 -3.841e-04 0.000e+00
4 1.601e-03 1.277e-02 -6.058e-03 0.000e+00
5 -4.477e-04 -7.661e-03 -1.425e-03 0.000e+00
6 -2.294e-02 -1.346e-02 -8.217e-05 0.000e+00
7 -4.597e-03 -8.305e-03 1.272e-03 0.000e+00
8 3.097e-03 1.225e-02 4.155e-03 0.000e+00
9 -8.909e-03 -1.388e-02 -1.256e-02 0.000e+00
10 -1.057e-02 -1.469e-02 1.702e-02 0.000e+00
11 5.167e-05 -1.179e-02 -5.346e-04 0.000e+00
12 2.945e-03 -2.858e-03 -5.792e-03 0.000e+00
13 -1.746e-02 4.304e-03 -6.857e-03 0.000e+00
14 8.202e-04 -1.334e-02 -7.767e-03 0.000e+00
15 9.719e-03 -1.317e-03 3.876e-03 0.000e+00
16 -3.078e-03 1.246e-02 -2.753e-02 0.000e+00
17 1.485e-03 3.725e-03 2.760e-03 0.000e+00
18 -1.417e-02 -1.288e-02 -5.504e-04 0.000e+00
19 -1.201e-02 1.050e-02 -1.380e-04 0.000e+00
20 -4.850e-03 -5.950e-04 -6.625e-03 0.000e+00
21 -4.534e-03 -2.474e-04 2.801e-02 0.000e+00
22 3.208e-03 1.013e-02 2.457e-03 0.000e+00
23 -1.729e-03 -6.114e-03 1.819e-03 0.000e+00
24 -2.663e-03 6.406e-03 2.816e-03 0.000e+00
25 -1.265e-02 -2.623e-04 1.171e-02 0.000e+00
26 -1.554e-02 1.100e-02 7.524e-03 0.000e+00
27 -1.405e-03 -1.280e-02 1.359e-03 0.000e+00
28 1.720e-03 -1.524e-02 -4.266e-03 0.000e+00
29 4.658e-03 8.301e-03 5.166e-03 0.000e+00
30 9.464e-03 1.855e-03 3.199e-04 0.000e+00
31 -1.014e-02 1.756e-03 -4.251e-03 0.000e+00
32 6.579e-04 1.068e-03 -6.126e-03 0.000e+00
33 4.076e-03 8.985e-04 5.530e-03 0.000e+00
34 3.513e-03 -1.173e-03 -2.228e-02 0.000e+00
35 -7.963e-03 -3.361e-03 2.044e-03 0.000e+00
36 1.994e-03 7.808e-03 5.451e-03 0.000e+00
37 2.318e-02 -1.144e-02 1.091e-02 0.000e+00
38 5.647e-03 -1.346e-02 2.055e-03 0.000e+00
39 1.055e-02 -1.196e-02 -1.812e-02 0.000e+00
40 -8.288e-03 1.551e-02 -1.511e-03 0.000e+00
41 -9.517e-03 3.930e-03 -4.437e-03 0.000e+00
42 -4.155e-03 -4.490e-03 1.601e-03 0.000e+00
43 -6.760e-03 2.208e-03 6.148e-04 0.000e+00
44 1.131e-02 1.130e-02 8.333e-03 0.000e+00
45 8.443e-03 9.275e-03 2.313e-03 0.000e+00
46 -1.177e-02 -8.356e-03 -1.027e-02 0.000e+00
47 -1.402e-02 1.213e-02 1.373e-03 0.000e+00
48 4.095e-03 2.136e-02 -1.730e-02 3.950e+01
49 -2.373e-02 4.965e-03 -1.339e-02 0.000e+00
50 -5.900e-03 1.342e-02 1.524e-03 0.000e+00
51 -2.542e-03 -4.817e-03 8.657e-03 0.000e+00
52 -1.476e-02 6.970e-03 1.311e-02 0.000e+00
53 -1.625e-02 -1.312e-02 3.107e-03 0.000e+00
54 1.466e-03 1.829e-03 5.264e-03 0.000e+00
55 6.312e-03 -4.659e-03 1.504e-02 0.000e+00
56 9.178e-03 -1.516e-02 5.572e-03 0.000e+00
57 4.943e-03 1.003e-02 -3.750e-05 0.000e+00
58 1.154e-02 -1.296e-02 -9.510e-03 0.000e+00
59 1.654e-02 1.593e-02 -1.034e-02 0.000e+00
60 -1.181e-02 3.864e-02 1.778e-02 7.032e+01
61 -1.329e-02 1.529e-02 -1.395e-02 0.000e+00
62 -1.302e-02 8.970e-04 -1.511e-02 0.000e+00
63 -5.525e-03 -1.361e-02 6.534e-03 0.000e+00
64 1.737e-02 3.500e-03 -1.012e-02 0.000e+00
65 -1.006e-03 3.975e-03 2.935e-03 0.000e+00
66 2.190e-02 4.218e-03 -2.628e-03 0.000e+00
67 -1.158e-03 -1.495e-02 -1.213e-02 0.000e+00
68 8.927e-03 -1.318e-02 -2.441e-03 0.000e+00
69 4.423e-04 2.033e-03 -6.549e-03 0.000e+00
70 -4.017e-03 5.160e-03 -1.568e-02 0.000e+00
71 1.470e-03 -1.532e-02 -6.042e-03 0.000e+00
72 1.202e-02 -1.590e-02 -1.194e-02 0.000e+00
73 -3.255e-03 -1.455e-02 -4.137e-03 0.000e+00
74 -7.915e-04 5.348e-03 6.320e-03 0.000e+00
75 1.560e-02 6.548e-03 -2.499e-03 0.000e+00
76 -4.054e-03 -9.443e-03 1.176e-02 0.000e+00
77 1.388e-03 -1.523e-02 -1.012e-02 0.000e+00
78 8.442e-03 4.773e-03 9.696e-03 0.000e+00
79 3.891e-03 5.626e-03 -7.307e-03 0.000e+00
80 1.320e-02 -1.607e-02 1.066e-03 0.000e+00
81 -1.510e-02 1.720e-02 -5.884e-03 -7.245e+01
82 3.976e-03 -1.611e-02 5.639e-03 0.000e+00
83 1.904e-03 5.084e-03 1.790e-02 0.000e+00
84 -2.976e-03 -1.522e-02 -1.497e-03 0.000e+00
85 1.315e-05 1.333e-02 -9.292e-03 0.000e+00
86 -1.175e-02 -4.457e-03 6.318e-03 0.000e+00
87 -8.764e-03 1.800e-03 -8.475e-03 0.000e+00
88 -1.111e-03 1.223e-03 -7.960e-03 0.000e+00
89 3.000e-04 3.315e-03 -2.780e-03 0.000e+00
90 4.321e-04 -1.433e-02 -9.630e-03 0.000e+00
91 -2.253e-04 -1.231e-02 -1.813e-02 0.000e+00
92 1.417e-02 1.770e-04 -1.340e-03 0.000e+00
93 -3.705e-03 -1.621e-02 2.049e-04 0.000e+00
94 1.248e-02 4.827e-03 -4.683e-03 0.000e+00
95 1.582e-02 -9.370e-03 1.894e-02 0.000e+00
96 1.325e-02 -1.534e-03 1.118e-02 0.000e+00
97 -3.358e-03 1.232e-03 -9.897e-03 0.000e+00
98 -3.213e-03 9.324e-03 8.706e-03 0.000e+00
99 1.909e-02 -1.043e-02 4.540e-03 0.000e+00
100 -1.267e-03 2.012e-02 -5.398e-03 -8.357e+00
101 8.662e-03 1.194e-03 1.709e-02 0.000e+00
102 -3.514e-03 1.609e-03 -5.172e-03 0.000e+00
103 -1.903e-03 -1.441e-02 2.708e-02 0.000e+00
104 1.462e-02 5.088e-03 1.639e-02 0.000e+00
105 1.159e-02 -1.449e-02 -1.289e-02 0.000e+00
106 -4.984e-03 3.241e-04 -2.580e-04 0.000e+00
107 -4.569e-03 -2.103e-03 1.729e-02 0.000e+00
108 6.337e-03 1.791e-03 -7.897e-03 0.000e+00
109 -3.109e-03 -9.079e-03 -1.290e-02 0.000e+00
110 -1.274e-03 -1.506e-02 7.942e-04 0.000e+00
111 -6.495e-03 -1.540e-02 -3.713e-03 0.000e+00
112 1.306e-02 -1.552e-02 -3.920e-03 0.000e+00
113 4.082e-03 7.872e-03 1.922e-02 0.000e+00
114 1.664e-02 -3.794e-05 -1.225e-02 0.000e+00
115 2.762e-02 -1.602e-02 -1.155e-02 0.000e+00
116 3.891e-03 -1.388e-02 -4.291e-03 0.000e+00
117 5.387e-03 5.545e-03 5.894e-03 0.000e+00
118 1.917e-02 7.321e-03 5.325e-03 0.000e+00
119 -9.462e-03 1.517e-03 8.333e-03 0.000e+00
120 1.693e-02 2.528e-03 -6.189e-03 0.000e+00
121 -8.477e-04 3.696e-04 3.482e-04 0.000e+00
122 1.387e-02 -8.391e-03 3.054e-03 0.000e+00
123 1.968e-02 -7.398e-03 9.984e-03 0.000e+00
124 8.355e-03 1.061e-02 -1.609e-03 0.000e+00
125 -4.090e-03 -9.518e-03 -3.226e-03 0.000e+00
126 1.417e-02 -1.446e-02 1.210e-02 0.000e+00
127 1.152e-03 4.472e-03 -1.452e-03 0.000e+00
128 -5.513e-03 9.222e-03 4.916e-03 0.000e+00
129 -1.196e-02 -1.354e-02 -9.828e-03 0.000e+00
130 -5.111e-03 1.913e-02 9.451e-03 -7.055e+01
131 -5.199e-03 -6.853e-03 1.093e-02 0.000e+00
132 -1.259e-03 -1.417e-02 -3.095e-03 0.000e+00
133 -2.694e-02 -1.109e-03 -1.491e-02 0.000e+00
134 -6.159e-03 -1.317e-02 -1.360e-02 0.000e+00
135 8.404e-03 4.492e-03 -2.476e-03 0.000e+00
136 -2.097e-04 1.612e-02 -2.627e-03 0.000e+00
137 -9.559e-03 -6.369e-03 -1.666e-02 0.000e+00
138 6.748e-03 1.827e-02 1.178e-02 -9.346e+01
139 -2.560e-02 1.543e-02 -4.443e-03 0.000e+00
140 2.796e-03 8.800e-03 6.514e-03 0.000e+00
141 -8.843e-03 -9.901e-03 1.166e-02 0.000e+00
142 2.148e-04 5.899e-03 -8.371e-03 0.000e+00
143 -1.701e-03 1.208e-02 -1.273e-02 0.000e+00
144 -1.031e-02 1.512e-02 -1.121e-02 0.000e+00
145 -4.445e-03 -1.115e-02 -3.420e-03 0.000e+00
146 1.746e-02 -1.299e-02 2.018e-02 0.000e+00
147 -1.957e-03 1.201e-02 -1.187e-02 0.000e+00
148 1.436e-02 -1.483e-02 4.169e-03 0.000e+00
149 -2.726e-05 8.263e-03 1.007e-02 0.000e+00
150 1.638e-02 1.850e-02 1.638e-02 -8.356e+01
151 -8.757e-03 -1.617e-02 -1.063e-02 0.000e+00
152 1.112e-02 1.735e-02 -6.332e-03 6.773e+01
153 -8.079e-03 2.871e-03 8.934e-03 0.000e+00
